# 7SJ85-SIP — Siemens 7SJ85 SIPROTEC 5 overcurrent
# generated 2026-09-15 01:41 from src/7sj85-sip.html
# configuration: kv=20; freq=50; rot=ABC; gnd=res; load=180; lpf=0.9; len=12; unit=km; z1m=0.12; z1a=72; z0m=0.38; z0a=68; ctp=400; cts=1; ctstar=line; ctgp=60; ctgs=1; i0src=cb; vtp=20000; vts=100; vtc=wye; v0src=bd; bdr=100; zsrc=I; zhold=1; cmc=3x; imax=32; vmax=300
# All quantities are SECONDARY at the relay terminals. Angles in degrees, CCW positive, V L1 = 0.
# Values shown are for the tool's sample configuration — re-generate after entering real station data.
Element,ElementName,Group,TU_Module,DriveAs,Step,StepName,SeqRun,SeqState,SeqLabel,StateDuration_s,Channel,Magnitude,Unit,Angle_deg,Frequency_Hz,ChannelNote,Expected,ExpectedDetail,Verdict,CurrentNeededAt
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,7,Component — above threshold,,,,,V L1,0.000,V,0.00,50.000,"faulted phase, collapsed",OPERATE,Operate after 1.000 s,op,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,7,Component — above threshold,,,,,V L2,100.000,V,-150.00,50.000,,OPERATE,Operate after 1.000 s,op,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,7,Component — above threshold,,,,,V L3,100.000,V,150.00,50.000,,OPERATE,Operate after 1.000 s,op,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,7,Component — above threshold,,,,,V 4,100.000,V,180.00,50.000,displacement voltage 3V0 — broken delta,OPERATE,Operate after 1.000 s,op,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,7,Component — above threshold,,,,,I L1,0.0000,A,0.00,50.000,,OPERATE,Operate after 1.000 s,op,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,7,Component — above threshold,,,,,I L2,0.0000,A,0.00,50.000,,OPERATE,Operate after 1.000 s,op,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,7,Component — above threshold,,,,,I L3,0.0000,A,0.00,50.000,,OPERATE,Operate after 1.000 s,op,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,7,Component — above threshold,,,,,I aux,0.0180,A,0.00,50.000,core-balance CT input (3I0),OPERATE,Operate after 1.000 s,op,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,8,Component — below threshold,,,,,V L1,0.000,V,0.00,50.000,"faulted phase, collapsed",RESTRAIN,No operation,no,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,8,Component — below threshold,,,,,V L2,100.000,V,-150.00,50.000,,RESTRAIN,No operation,no,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,8,Component — below threshold,,,,,V L3,100.000,V,150.00,50.000,,RESTRAIN,No operation,no,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,8,Component — below threshold,,,,,V 4,100.000,V,180.00,50.000,displacement voltage 3V0 — broken delta,RESTRAIN,No operation,no,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,8,Component — below threshold,,,,,I L1,0.0000,A,0.00,50.000,,RESTRAIN,No operation,no,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,8,Component — below threshold,,,,,I L2,0.0000,A,0.00,50.000,,RESTRAIN,No operation,no,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,8,Component — below threshold,,,,,I L3,0.0000,A,0.00,50.000,,RESTRAIN,No operation,no,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,8,Component — below threshold,,,,,I aux,0.0120,A,0.00,50.000,core-balance CT input (3I0),RESTRAIN,No operation,no,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,9,Displacement voltage withdrawn,,,,,V L1,48.497,V,0.00,50.000,,BLOCKED,The function has no reference to measure against,no,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,9,Displacement voltage withdrawn,,,,,V L2,62.865,V,-127.31,50.000,,BLOCKED,The function has no reference to measure against,no,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,9,Displacement voltage withdrawn,,,,,V L3,62.865,V,127.31,50.000,,BLOCKED,The function has no reference to measure against,no,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,9,Displacement voltage withdrawn,,,,,V 4,16.000,V,180.00,50.000,displacement voltage 3V0 — broken delta,BLOCKED,The function has no reference to measure against,no,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,9,Displacement voltage withdrawn,,,,,I L1,0.0000,A,0.00,50.000,,BLOCKED,The function has no reference to measure against,no,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,9,Displacement voltage withdrawn,,,,,I L2,0.0000,A,0.00,50.000,,BLOCKED,The function has no reference to measure against,no,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,9,Displacement voltage withdrawn,,,,,I L3,0.0000,A,0.00,50.000,,BLOCKED,The function has no reference to measure against,no,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,9,Displacement voltage withdrawn,,,,,I aux,0.0600,A,0.00,50.000,core-balance CT input (3I0),BLOCKED,The function has no reference to measure against,no,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,10,Residual current below threshold,,,,,V L1,0.000,V,0.00,50.000,"faulted phase, collapsed",BLOCKED,Magnitude supervision holds it off,no,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,10,Residual current below threshold,,,,,V L2,100.000,V,-150.00,50.000,,BLOCKED,Magnitude supervision holds it off,no,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,10,Residual current below threshold,,,,,V L3,100.000,V,150.00,50.000,,BLOCKED,Magnitude supervision holds it off,no,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,10,Residual current below threshold,,,,,V 4,100.000,V,180.00,50.000,displacement voltage 3V0 — broken delta,BLOCKED,Magnitude supervision holds it off,no,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,10,Residual current below threshold,,,,,I L1,0.0000,A,0.00,50.000,,BLOCKED,Magnitude supervision holds it off,no,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,10,Residual current below threshold,,,,,I L2,0.0000,A,0.00,50.000,,BLOCKED,Magnitude supervision holds it off,no,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,10,Residual current below threshold,,,,,I L3,0.0000,A,0.00,50.000,,BLOCKED,Magnitude supervision holds it off,no,
67Ns,Sensitive directional ground fault,Ground fault,Quick CMC,points,10,Residual current below threshold,,,,,I aux,0.0080,A,0.00,50.000,core-balance CT input (3I0),BLOCKED,Magnitude supervision holds it off,no,
59N,Displacement voltage,Ground fault,Quick CMC,points,1,Threshold — above,,,,,V L1,45.033,V,0.00,50.000,,OPERATE,Operate after 3.000 s,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,1,Threshold — above,,,,,V L2,65.023,V,-129.74,50.000,,OPERATE,Operate after 3.000 s,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,1,Threshold — above,,,,,V L3,65.023,V,129.74,50.000,,OPERATE,Operate after 3.000 s,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,1,Threshold — above,,,,,V 4,22.000,V,180.00,50.000,displacement voltage,OPERATE,Operate after 3.000 s,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,1,Threshold — above,,,,,I L1,0.0000,A,0.00,50.000,,OPERATE,Operate after 3.000 s,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,1,Threshold — above,,,,,I L2,0.0000,A,0.00,50.000,,OPERATE,Operate after 3.000 s,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,1,Threshold — above,,,,,I L3,0.0000,A,0.00,50.000,,OPERATE,Operate after 3.000 s,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,2,Threshold — below,,,,,V L1,47.343,V,0.00,50.000,,RESTRAIN,No operation,no,
59N,Displacement voltage,Ground fault,Quick CMC,points,2,Threshold — below,,,,,V L2,63.571,V,-128.14,50.000,,RESTRAIN,No operation,no,
59N,Displacement voltage,Ground fault,Quick CMC,points,2,Threshold — below,,,,,V L3,63.571,V,128.14,50.000,,RESTRAIN,No operation,no,
59N,Displacement voltage,Ground fault,Quick CMC,points,2,Threshold — below,,,,,V 4,18.000,V,180.00,50.000,displacement voltage,RESTRAIN,No operation,no,
59N,Displacement voltage,Ground fault,Quick CMC,points,2,Threshold — below,,,,,I L1,0.0000,A,0.00,50.000,,RESTRAIN,No operation,no,
59N,Displacement voltage,Ground fault,Quick CMC,points,2,Threshold — below,,,,,I L2,0.0000,A,0.00,50.000,,RESTRAIN,No operation,no,
59N,Displacement voltage,Ground fault,Quick CMC,points,2,Threshold — below,,,,,I L3,0.0000,A,0.00,50.000,,RESTRAIN,No operation,no,
59N,Displacement voltage,Ground fault,Quick CMC,points,3,Reset check,,,,,V L1,46.985,V,0.00,50.000,,RESETS,"Approach this one from above, having already picked up",nu,
59N,Displacement voltage,Ground fault,Quick CMC,points,3,Reset check,,,,,V L2,63.793,V,-128.39,50.000,,RESETS,"Approach this one from above, having already picked up",nu,
59N,Displacement voltage,Ground fault,Quick CMC,points,3,Reset check,,,,,V L3,63.793,V,128.39,50.000,,RESETS,"Approach this one from above, having already picked up",nu,
59N,Displacement voltage,Ground fault,Quick CMC,points,3,Reset check,,,,,V 4,18.620,V,180.00,50.000,displacement voltage,RESETS,"Approach this one from above, having already picked up",nu,
59N,Displacement voltage,Ground fault,Quick CMC,points,3,Reset check,,,,,I L1,0.0000,A,0.00,50.000,,RESETS,"Approach this one from above, having already picked up",nu,
59N,Displacement voltage,Ground fault,Quick CMC,points,3,Reset check,,,,,I L2,0.0000,A,0.00,50.000,,RESETS,"Approach this one from above, having already picked up",nu,
59N,Displacement voltage,Ground fault,Quick CMC,points,3,Reset check,,,,,I L3,0.0000,A,0.00,50.000,,RESETS,"Approach this one from above, having already picked up",nu,
59N,Displacement voltage,Ground fault,Quick CMC,points,4,Fault at 25% displacement,,,,,V L1,43.301,V,0.00,50.000,,OPERATE,Phase voltages 43.3 / 66.1 / 66.1 V,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,4,Fault at 25% displacement,,,,,V L2,66.144,V,-130.89,50.000,,OPERATE,Phase voltages 43.3 / 66.1 / 66.1 V,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,4,Fault at 25% displacement,,,,,V L3,66.144,V,130.89,50.000,,OPERATE,Phase voltages 43.3 / 66.1 / 66.1 V,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,4,Fault at 25% displacement,,,,,V 4,25.000,V,180.00,50.000,displacement voltage,OPERATE,Phase voltages 43.3 / 66.1 / 66.1 V,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,4,Fault at 25% displacement,,,,,I L1,0.0000,A,0.00,50.000,,OPERATE,Phase voltages 43.3 / 66.1 / 66.1 V,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,4,Fault at 25% displacement,,,,,I L2,0.0000,A,0.00,50.000,,OPERATE,Phase voltages 43.3 / 66.1 / 66.1 V,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,4,Fault at 25% displacement,,,,,I L3,0.0000,A,0.00,50.000,,OPERATE,Phase voltages 43.3 / 66.1 / 66.1 V,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,5,Fault at 50% displacement,,,,,V L1,28.868,V,0.00,50.000,,OPERATE,Phase voltages 28.9 / 76.4 / 76.4 V,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,5,Fault at 50% displacement,,,,,V L2,76.376,V,-139.11,50.000,,OPERATE,Phase voltages 28.9 / 76.4 / 76.4 V,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,5,Fault at 50% displacement,,,,,V L3,76.376,V,139.11,50.000,,OPERATE,Phase voltages 28.9 / 76.4 / 76.4 V,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,5,Fault at 50% displacement,,,,,V 4,50.000,V,180.00,50.000,displacement voltage,OPERATE,Phase voltages 28.9 / 76.4 / 76.4 V,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,5,Fault at 50% displacement,,,,,I L1,0.0000,A,0.00,50.000,,OPERATE,Phase voltages 28.9 / 76.4 / 76.4 V,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,5,Fault at 50% displacement,,,,,I L2,0.0000,A,0.00,50.000,,OPERATE,Phase voltages 28.9 / 76.4 / 76.4 V,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,5,Fault at 50% displacement,,,,,I L3,0.0000,A,0.00,50.000,,OPERATE,Phase voltages 28.9 / 76.4 / 76.4 V,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,6,Fault at 100% displacement,,,,,V L1,0.000,V,0.00,50.000,"faulted phase, collapsed",OPERATE,Phase voltages 0.0 / 100.0 / 100.0 V,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,6,Fault at 100% displacement,,,,,V L2,100.000,V,-150.00,50.000,,OPERATE,Phase voltages 0.0 / 100.0 / 100.0 V,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,6,Fault at 100% displacement,,,,,V L3,100.000,V,150.00,50.000,,OPERATE,Phase voltages 0.0 / 100.0 / 100.0 V,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,6,Fault at 100% displacement,,,,,V 4,100.000,V,180.00,50.000,displacement voltage,OPERATE,Phase voltages 0.0 / 100.0 / 100.0 V,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,6,Fault at 100% displacement,,,,,I L1,0.0000,A,0.00,50.000,,OPERATE,Phase voltages 0.0 / 100.0 / 100.0 V,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,6,Fault at 100% displacement,,,,,I L2,0.0000,A,0.00,50.000,,OPERATE,Phase voltages 0.0 / 100.0 / 100.0 V,op,
59N,Displacement voltage,Ground fault,Quick CMC,points,6,Fault at 100% displacement,,,,,I L3,0.0000,A,0.00,50.000,,OPERATE,Phase voltages 0.0 / 100.0 / 100.0 V,op,
50-1,Overcurrent stage 1,Overcurrent,Overcurrent,pickup+time,1,Threshold — above,,,,,V L1,57.735,V,0.00,50.000,,OPERATE,Operate within 0.100 s,op,
50-1,Overcurrent stage 1,Overcurrent,Overcurrent,pickup+time,1,Threshold — above,,,,,V L2,57.735,V,-120.00,50.000,,OPERATE,Operate within 0.100 s,op,
50-1,Overcurrent stage 1,Overcurrent,Overcurrent,pickup+time,1,Threshold — above,,,,,V L3,57.735,V,120.00,50.000,,OPERATE,Operate within 0.100 s,op,
50-1,Overcurrent stage 1,Overcurrent,Overcurrent,pickup+time,1,Threshold — above,,,,,I L1,2.6250,A,-72.00,50.000,,OPERATE,Operate within 0.100 s,op,
50-1,Overcurrent stage 1,Overcurrent,Overcurrent,pickup+time,1,Threshold — above,,,,,I L2,0.0000,A,0.00,50.000,,OPERATE,Operate within 0.100 s,op,
50-1,Overcurrent stage 1,Overcurrent,Overcurrent,pickup+time,1,Threshold — above,,,,,I L3,0.0000,A,0.00,50.000,,OPERATE,Operate within 0.100 s,op,
50-1,Overcurrent stage 1,Overcurrent,Overcurrent,pickup+time,2,Threshold — below,,,,,V L1,57.735,V,0.00,50.000,,RESTRAIN,No operation,no,
50-1,Overcurrent stage 1,Overcurrent,Overcurrent,pickup+time,2,Threshold — below,,,,,V L2,57.735,V,-120.00,50.000,,RESTRAIN,No operation,no,
50-1,Overcurrent stage 1,Overcurrent,Overcurrent,pickup+time,2,Threshold — below,,,,,V L3,57.735,V,120.00,50.000,,RESTRAIN,No operation,no,
50-1,Overcurrent stage 1,Overcurrent,Overcurrent,pickup+time,2,Threshold — below,,,,,I L1,2.3750,A,-72.00,50.000,,RESTRAIN,No operation,no,
50-1,Overcurrent stage 1,Overcurrent,Overcurrent,pickup+time,2,Threshold — below,,,,,I L2,0.0000,A,0.00,50.000,,RESTRAIN,No operation,no,
50-1,Overcurrent stage 1,Overcurrent,Overcurrent,pickup+time,2,Threshold — below,,,,,I L3,0.0000,A,0.00,50.000,,RESTRAIN,No operation,no,
50-1,Overcurrent stage 1,Overcurrent,Overcurrent,pickup+time,3,Timing at 2× threshold,,,,,V L1,57.735,V,0.00,50.000,,0.100 s,Measured from the current step to the trip,nu,
50-1,Overcurrent stage 1,Overcurrent,Overcurrent,pickup+time,3,Timing at 2× threshold,,,,,V L2,57.735,V,-120.00,50.000,,0.100 s,Measured from the current step to the trip,nu,
50-1,Overcurrent stage 1,Overcurrent,Overcurrent,pickup+time,3,Timing at 2× threshold,,,,,V L3,57.735,V,120.00,50.000,,0.100 s,Measured from the current step to the trip,nu,
50-1,Overcurrent stage 1,Overcurrent,Overcurrent,pickup+time,3,Timing at 2× threshold,,,,,I L1,5.0000,A,-72.00,50.000,,0.100 s,Measured from the current step to the trip,nu,
50-1,Overcurrent stage 1,Overcurrent,Overcurrent,pickup+time,3,Timing at 2× threshold,,,,,I L2,0.0000,A,0.00,50.000,,0.100 s,Measured from the current step to the trip,nu,
50-1,Overcurrent stage 1,Overcurrent,Overcurrent,pickup+time,3,Timing at 2× threshold,,,,,I L3,0.0000,A,0.00,50.000,,0.100 s,Measured from the current step to the trip,nu,
50-2,Overcurrent stage 2,Overcurrent,Overcurrent,pickup+time,1,Threshold — above,,,,,V L1,57.735,V,0.00,50.000,,OPERATE,Operate within 0.100 s,op,
50-2,Overcurrent stage 2,Overcurrent,Overcurrent,pickup+time,1,Threshold — above,,,,,V L2,57.735,V,-120.00,50.000,,OPERATE,Operate within 0.100 s,op,
