# 889-GEN — Multilin 889 generator protection
# generated 2026-09-15 00:14 from 889.html
# configuration: mva=100; kv=13.8; pf=0.85; freq=60; rot=ABC; poles=2; xd=1.8; xdp=0.25; xdpp=0.18; x2=0.2; cttp=5000; ctts=5; ctnp=5000; ctns=5; ctgp=200; ctgs=5; vtp=13800; vts=120; vtc=wye; zsrc=I; zhold=5; ngtp=7970; ngts=240; gnd=hr; cmc=6x; imax=12.5; vmax=300
# All quantities are SECONDARY at the relay terminals. Angles in degrees, CCW positive, V L1 = 0.
# Values shown are for the tool's sample configuration — re-generate after entering real station data.
Element,ElementName,TU_Module,DriveAs,Step,StepName,WhatIsApplied,SeqRun,SeqState,StateDuration_s,V_L1,V_L2,V_L3,V_4,I_L1,I_L2,I_L3,I_B_L1,I_B_L2,I_B_L3,Freq_Hz,CurrentNeededAt,Reachable,Expected,ExpectedDetail,Measured,PassFail
87GN,Restricted ground fault,Quick CMC,points,3,Through-fault stability,Phase L1 and the ground input driven in opposition at 4 ×CT — an external ground fault.,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,20.0000@0.0,0.0000@0.0,0.0000@0.0,20.0000@180.0,,,60.000,,yes,RESTRAIN,No operation anywhere on the ramp,,
59N,Stator ground — fundamental,Quick CMC,points,1,Pickup — above threshold,5.50 V at the neutral input · equivalent to a fault 2.3% up the winding,,,,69.282@0.0,69.282@-120.0,69.282@120.0,5.500@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,OPERATE,Operate after 0.50 s,,
59N,Stator ground — fundamental,Quick CMC,points,2,Pickup — below threshold,4.50 V at the neutral input · equivalent to a fault 1.9% up the winding,,,,69.282@0.0,69.282@-120.0,69.282@120.0,4.500@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,RESTRAIN,No operation,,
59N,Stator ground — fundamental,Quick CMC,points,3,Fault 100% from neutral,Drives 239.92 V at the relay,,,,69.282@0.0,69.282@-120.0,69.282@120.0,239.923@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,OPERATE,Detected by 59N,,
59N,Stator ground — fundamental,Quick CMC,points,4,Fault 50% from neutral,Drives 119.96 V at the relay,,,,69.282@0.0,69.282@-120.0,69.282@120.0,119.961@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,OPERATE,Detected by 59N,,
59N,Stator ground — fundamental,Quick CMC,points,5,Fault 10% from neutral,Drives 23.99 V at the relay,,,,69.282@0.0,69.282@-120.0,69.282@120.0,23.992@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,OPERATE,Detected by 59N,,
59N,Stator ground — fundamental,Quick CMC,points,6,Fault 5% from neutral,Drives 12.00 V at the relay,,,,69.282@0.0,69.282@-120.0,69.282@120.0,11.996@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,OPERATE,Detected by 59N,,
27TN,Stator ground — third harmonic,Harmonics,points,1,Above threshold — healthy,Third harmonic held 10% above the setting,,,,69.282@0.0,69.282@-120.0,69.282@120.0,0.550@0.0,0.4184@0.0,0.4184@-120.0,0.4184@120.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,RESTRAIN,Element must not operate,,
27TN,Stator ground — third harmonic,Harmonics,points,2,Below threshold — fault,Third harmonic dropped 10% below the setting,,,,69.282@0.0,69.282@-120.0,69.282@120.0,0.450@0.0,0.4184@0.0,0.4184@-120.0,0.4184@120.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,Operate after 1.0 s,,
27TN,Stator ground — third harmonic,Harmonics,points,3,Third harmonic removed,Neutral input taken to zero — the deepest condition,,,,69.282@0.0,69.282@-120.0,69.282@120.0,0.000@0.0,0.4184@0.0,0.4184@-120.0,0.4184@120.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,Operate after 1.0 s,,
27TN,Stator ground — third harmonic,Harmonics,points,4,Supervision withdrawn,Third harmonic at zero but the machine off load — proves the element stays blocked when it has no basis to measure,,,,69.282@0.0,69.282@-120.0,69.282@120.0,0.000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,BLOCKED,Element inhibited,,
40,Loss of excitation,Advanced Distance,shots,1,Circle centre,Deepest point inside zone 1 — 10.35 Ω on the −X axis,,,,51.750@0.0,51.750@-120.0,51.750@120.0,,5.0000@90.0,5.0000@-30.0,5.0000@-150.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,Operate after 0.10 s,,
40,Loss of excitation,Advanced Distance,shots,2,Boundary top — inside,8% inside the circle · Z = 2.73 Ω −90.0°,,,,13.662@0.0,13.662@-120.0,13.662@120.0,,5.0000@90.0,5.0000@-30.0,5.0000@-150.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,Operate after 0.10 s,,
40,Loss of excitation,Advanced Distance,shots,3,Boundary top — outside,8% outside the circle · Z = 1.41 Ω −90.0°,,,,7.038@0.0,7.038@-120.0,7.038@120.0,,5.0000@90.0,5.0000@-30.0,5.0000@-150.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,RESTRAIN,No operation,,
40,Loss of excitation,Advanced Distance,shots,4,Boundary bottom — inside,8% inside the circle · Z = 17.97 Ω −90.0°,,,,89.838@0.0,89.838@-120.0,89.838@120.0,,5.0000@90.0,5.0000@-30.0,5.0000@-150.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,Operate after 0.10 s,,
40,Loss of excitation,Advanced Distance,shots,5,Boundary bottom — outside,8% outside the circle · Z = 19.29 Ω −90.0°,,,,96.462@0.0,96.462@-120.0,96.462@120.0,,5.0000@90.0,5.0000@-30.0,5.0000@-150.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,RESTRAIN,No operation,,
40,Loss of excitation,Advanced Distance,shots,6,Boundary right — inside,8% inside the circle · Z = 12.85 Ω −53.6°,,,,64.255@0.0,64.255@-120.0,64.255@120.0,,5.0000@53.6,5.0000@-66.4,5.0000@173.6,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,Operate after 0.10 s,,
40,Loss of excitation,Advanced Distance,shots,7,Boundary right — outside,8% outside the circle · Z = 13.68 Ω −49.2°,,,,68.390@0.0,68.390@-120.0,68.390@120.0,,5.0000@49.2,5.0000@-70.8,5.0000@169.2,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,RESTRAIN,No operation,,
40,Loss of excitation,Advanced Distance,shots,8,Boundary left — inside,8% inside the circle · Z = 12.85 Ω −126.4°,,,,64.255@0.0,64.255@-120.0,64.255@120.0,,5.0000@126.4,5.0000@6.4,5.0000@-113.6,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,Operate after 0.10 s,,
40,Loss of excitation,Advanced Distance,shots,9,Boundary left — outside,8% outside the circle · Z = 13.68 Ω −130.8°,,,,68.390@0.0,68.390@-120.0,68.390@120.0,,5.0000@130.8,5.0000@10.8,5.0000@-109.2,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,RESTRAIN,No operation,,
40,Loss of excitation,Advanced Distance,shots,10,Normal excitation,"Positive reactance, machine exporting VARs — well clear of the characteristic",,,,82.800@0.0,82.800@-120.0,82.800@120.0,,5.0000@-90.0,5.0000@150.0,5.0000@30.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,RESTRAIN,No operation,,
46,Negative-sequence capability,Overcurrent,characteristic,1,Pickup — above threshold,"I2 = 0.088 pu · single phase, so 1.104 A applied",,,,69.282@0.0,69.282@-120.0,69.282@120.0,,1.1045@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,Very long operate time at this level,,
46,Negative-sequence capability,Overcurrent,characteristic,2,Pickup — below threshold,"I2 = 0.072 pu · single phase, so 0.904 A applied",,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.9037@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,RESTRAIN,No operation,,
46,Negative-sequence capability,Overcurrent,characteristic,3,Timing at I2 = 0.15 pu,K / I2² = 444.4 s,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,1.8827@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,444.4 s,7.41 minutes,,
46,Negative-sequence capability,Overcurrent,characteristic,4,Timing at I2 = 0.2 pu,K / I2² = 250.0 s,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,2.5102@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,250.0 s,4.17 minutes,,
46,Negative-sequence capability,Overcurrent,characteristic,5,Timing at I2 = 0.3 pu,K / I2² = 111.1 s,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,3.7653@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,111.1 s,1.85 minutes,,
46,Negative-sequence capability,Overcurrent,characteristic,6,Timing at I2 = 0.5 pu,K / I2² = 40.0 s,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,6.2755@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,40.0 s,0.67 minutes,,
32,Reverse / low forward power,Quick CMC,points,1,Above threshold — motoring,"120% of setting, power into the machine",,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0427@180.0,0.0427@60.0,0.0427@-60.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,Balanced 3φ · current at +180.0° · 1.0200 MW primary,,
32,Reverse / low forward power,Quick CMC,points,2,Below threshold,80% of setting,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0284@180.0,0.0284@60.0,0.0284@-60.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,RESTRAIN,Balanced 3φ · current at +180.0° · 0.6800 MW primary,,
32,Reverse / low forward power,Quick CMC,points,3,Timing at 2× pickup,Long definite time — this element is deliberately slow,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0711@180.0,0.0711@60.0,0.0711@-60.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,10.0 s,Balanced 3φ · current at +180.0° · 1.7000 MW primary,,
21,Distance backup,Advanced Distance,shots,1,Reach at MTA — inside,Boundary here is 19.87 Ω · applied 18.28 Ω +85.0°,,,,69.282@90.0,91.411@0.0,91.411@180.0,,0.0000@0.0,5.0000@-85.0,5.0000@95.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,Operate after 0.50 s,,
21,Distance backup,Advanced Distance,shots,2,Reach at MTA — outside,Boundary here is 19.87 Ω · applied 21.46 Ω +85.0°,,,,69.282@90.0,107.309@0.0,107.309@180.0,,0.0000@0.0,5.0000@-85.0,5.0000@95.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,RESTRAIN,No operation,,
21,Distance backup,Advanced Distance,shots,3,Reach at MTA +30° — inside,Boundary here is 17.21 Ω · applied 15.83 Ω +115.0°,,,,69.282@90.0,79.164@0.0,79.164@180.0,,0.0000@0.0,5.0000@-115.0,5.0000@65.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,Operate after 0.50 s,,
21,Distance backup,Advanced Distance,shots,4,Reach at MTA +30° — outside,Boundary here is 17.21 Ω · applied 18.59 Ω +115.0°,,,,69.282@90.0,92.932@0.0,92.932@180.0,,0.0000@0.0,5.0000@-115.0,5.0000@65.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,RESTRAIN,No operation,,
21,Distance backup,Advanced Distance,shots,5,Reach at MTA −30° — inside,Boundary here is 17.21 Ω · applied 15.83 Ω +55.0°,,,,69.282@90.0,79.164@0.0,79.164@180.0,,0.0000@0.0,5.0000@-55.0,5.0000@125.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,Operate after 0.50 s,,
21,Distance backup,Advanced Distance,shots,6,Reach at MTA −30° — outside,Boundary here is 17.21 Ω · applied 18.59 Ω +55.0°,,,,69.282@90.0,92.932@0.0,92.932@180.0,,0.0000@0.0,5.0000@-55.0,5.0000@125.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,RESTRAIN,No operation,,
78,Out of step,Advanced Distance,shots,1,Right of the right blinder,"R = 12.42 Ω — outside, where a swing starts",,,,62.100@0.0,62.100@-120.0,62.100@120.0,,5.0000@0.0,5.0000@-120.0,5.0000@120.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OUTSIDE,Outside the blinder pair,,
78,Out of step,Advanced Distance,shots,2,Inside the right blinder,R = 7.45 Ω — first blinder crossed,,,,37.260@0.0,37.260@-120.0,37.260@120.0,,5.0000@0.0,5.0000@-120.0,5.0000@120.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,INSIDE,Inside the blinder pair,,
78,Out of step,Advanced Distance,shots,3,Inside the left blinder,R = −7.45 Ω — still between the blinders,,,,37.260@0.0,37.260@-120.0,37.260@120.0,,5.0000@180.0,5.0000@60.0,5.0000@-60.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,INSIDE,Inside the blinder pair,,
78,Out of step,Advanced Distance,shots,4,Left of the left blinder,"R = −12.42 Ω — second blinder crossed, pole slip complete",,,,62.100@0.0,62.100@-120.0,62.100@120.0,,5.0000@180.0,5.0000@60.0,5.0000@-60.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OUTSIDE,Outside the blinder pair,,
50/27,Inadvertent energization,State Sequencer,sequence (assemble from these steps),1,"Step 1 — machine on line, disarmed","Voltage at nominal, no current. Hold well past the arming delay.",,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,DISARMED,Arming flag must stay dropped,,
50/27,Inadvertent energization,State Sequencer,sequence (assemble from these steps),2,Step 2 — current while disarmed,Full current applied with voltage still at nominal,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,5.0000@-75.0,5.0000@165.0,5.0000@45.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,NO TRIP,This is the step that catches a scheme armed by mistake,,
50/27,Inadvertent energization,State Sequencer,sequence (assemble from these steps),3,"Step 3 — machine off line, arming","Voltage below the arming threshold, held for 5.0 s",,,,27.713@0.0,27.713@-120.0,27.713@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,ARMS,Arming flag picks up after 5.0 s,,
50/27,Inadvertent energization,State Sequencer,sequence (assemble from these steps),4,Step 4 — current below pickup,"Armed, but current short of the detector",,,,27.713@0.0,27.713@-120.0,27.713@120.0,,2.2500@-75.0,2.2500@165.0,2.2500@45.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,NO TRIP,90% of pickup,,
50/27,Inadvertent energization,State Sequencer,sequence (assemble from these steps),5,Step 5 — current above pickup,"Armed, current past the detector — the real event",,,,27.713@0.0,27.713@-120.0,27.713@120.0,,2.7500@-75.0,2.7500@165.0,2.7500@45.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,TRIP,"Instantaneous, no intentional delay",,
50/27,Inadvertent energization,State Sequencer,sequence (assemble from these steps),6,Step 6 — disarm and re-apply,"Restore voltage, wait past 0.25 s, then re-apply current",,,,69.282@0.0,69.282@-120.0,69.282@120.0,,5.0000@-75.0,5.0000@165.0,5.0000@45.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,NO TRIP,Proves the scheme disarms on restoration,,
51V,Voltage-restrained OC,Quick CMC,points,1,V = 1 ×VT — above pickup,Effective pickup 7.500 A sec at 69.28 V,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,7.8750@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,Curve runs from here,,
51V,Voltage-restrained OC,Quick CMC,points,2,V = 1 ×VT — below pickup,Effective pickup 7.500 A sec at 69.28 V,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,7.1250@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,RESTRAIN,No operation,,
51V,Voltage-restrained OC,Quick CMC,points,3,V = 1 ×VT — timing at 2× effective,IEEE Very Inv · TDM 0.20,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,15.0000@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,1.406 s,"Multiple is of the effective pickup, not the nominal one",,
51V,Voltage-restrained OC,Quick CMC,points,4,V = 0.75 ×VT — above pickup,Effective pickup 5.625 A sec at 51.96 V,,,,51.962@0.0,51.962@-120.0,51.962@120.0,,5.9063@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,Curve runs from here,,
51V,Voltage-restrained OC,Quick CMC,points,5,V = 0.75 ×VT — below pickup,Effective pickup 5.625 A sec at 51.96 V,,,,51.962@0.0,51.962@-120.0,51.962@120.0,,5.3438@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,RESTRAIN,No operation,,
51V,Voltage-restrained OC,Quick CMC,points,6,V = 0.75 ×VT — timing at 2× effective,IEEE Very Inv · TDM 0.20,,,,51.962@0.0,51.962@-120.0,51.962@120.0,,11.2500@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,1.406 s,"Multiple is of the effective pickup, not the nominal one",,
51V,Voltage-restrained OC,Quick CMC,points,7,V = 0.5 ×VT — above pickup,Effective pickup 3.750 A sec at 34.64 V,,,,34.641@0.0,34.641@-120.0,34.641@120.0,,3.9375@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,Curve runs from here,,
51V,Voltage-restrained OC,Quick CMC,points,8,V = 0.5 ×VT — below pickup,Effective pickup 3.750 A sec at 34.64 V,,,,34.641@0.0,34.641@-120.0,34.641@120.0,,3.5625@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,RESTRAIN,No operation,,
51V,Voltage-restrained OC,Quick CMC,points,9,V = 0.5 ×VT — timing at 2× effective,IEEE Very Inv · TDM 0.20,,,,34.641@0.0,34.641@-120.0,34.641@120.0,,7.5000@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,1.406 s,"Multiple is of the effective pickup, not the nominal one",,
51V,Voltage-restrained OC,Quick CMC,points,10,V = 0.25 ×VT — above pickup,Effective pickup 1.875 A sec at 17.32 V,,,,17.321@0.0,17.321@-120.0,17.321@120.0,,1.9688@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,Curve runs from here,,
51V,Voltage-restrained OC,Quick CMC,points,11,V = 0.25 ×VT — below pickup,Effective pickup 1.875 A sec at 17.32 V,,,,17.321@0.0,17.321@-120.0,17.321@120.0,,1.7813@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,RESTRAIN,No operation,,
51V,Voltage-restrained OC,Quick CMC,points,12,V = 0.25 ×VT — timing at 2× effective,IEEE Very Inv · TDM 0.20,,,,17.321@0.0,17.321@-120.0,17.321@120.0,,3.7500@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,1.406 s,"Multiple is of the effective pickup, not the nominal one",,
24,Volts per hertz,Quick CMC,points,1,60 Hz — above threshold,1.155 pu V/Hz needs 80.02 V secondary at 60 Hz,,,,80.021@0.0,80.021@-120.0,80.021@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,OPERATE,Operate after 20.00 s,,
24,Volts per hertz,Quick CMC,points,2,60 Hz — below threshold,1.045 pu V/Hz needs 72.40 V secondary at 60 Hz,,,,72.400@0.0,72.400@-120.0,72.400@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,RESTRAIN,No operation,,
24,Volts per hertz,Quick CMC,points,3,57 Hz — above threshold,1.155 pu V/Hz needs 76.02 V secondary at 57 Hz,,,,76.020@0.0,76.020@-120.0,76.020@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,57.000,,yes,OPERATE,Operate after 20.00 s,,
24,Volts per hertz,Quick CMC,points,4,57 Hz — below threshold,1.045 pu V/Hz needs 68.78 V secondary at 57 Hz,,,,68.780@0.0,68.780@-120.0,68.780@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,57.000,,yes,RESTRAIN,No operation,,
24,Volts per hertz,Quick CMC,points,5,54 Hz — above threshold,1.155 pu V/Hz needs 72.02 V secondary at 54 Hz,,,,72.019@0.0,72.019@-120.0,72.019@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,54.000,,yes,OPERATE,Operate after 20.00 s,,
24,Volts per hertz,Quick CMC,points,6,54 Hz — below threshold,1.045 pu V/Hz needs 65.16 V secondary at 54 Hz,,,,65.160@0.0,65.160@-120.0,65.160@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,54.000,,yes,RESTRAIN,No operation,,
24,Volts per hertz,Quick CMC,points,7,Timing at 1.2× pickup,1.320 pu V/Hz at nominal frequency,,,,91.452@0.0,91.452@-120.0,91.452@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,5.00 s,From the inverse characteristic,,
24,Volts per hertz,Quick CMC,points,8,Timing at 1.5× pickup,1.650 pu V/Hz at nominal frequency,,,,114.315@0.0,114.315@-120.0,114.315@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,2.00 s,From the inverse characteristic,,
55,Power factor,Quick CMC,points,1,Past the limit,5° beyond the setting angle,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,2.0918@23.2,2.0918@-96.8,2.0918@143.2,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,pf = 0.919 leading,,
55,Power factor,Quick CMC,points,2,Short of the limit,5° inside the setting angle,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,2.0918@13.2,2.0918@-106.8,2.0918@133.2,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,RESTRAIN,pf = 0.974 leading,,
