# 869-MTR — Multilin 869 motor protection
# generated 2026-09-15 01:22 from src/869-mtr.html
# configuration: kv=4.16; fla=180; sf=1.15; hp=1500; pf=0.89; freq=60; rot=ABC; type=ind; lra=6; lrtc=20; lrth=15; acc=8; start=3; tbs=20; cmode=std; cm=4; ca=87.4; cn=2; cref=fla; fitI=6; fitT=10; k=6; hcr=0.75; taur=15; taus=30; tau_i=20; kf=1.05; ctp=200; cts=5; ctgp=50; ctgs=5; vtp=4160; vts=120; vtc=wye; diff=cb; cmc=3x; imax=32; vmax=300
# All quantities are SECONDARY at the relay terminals. Angles in degrees, CCW positive, V L1 = 0.
# Values shown are for the tool's sample configuration — re-generate after entering real station data.
Element,ElementName,Group,TU_Module,DriveAs,Step,StepName,SeqRun,SeqState,SeqLabel,StateDuration_s,Channel,Magnitude,Unit,Angle_deg,Frequency_Hz,ChannelNote,Expected,ExpectedDetail,Verdict,CurrentNeededAt
49,Thermal overload model,Thermal,Overcurrent,characteristic,5,Timing at 3 ×FLA,,,,,I L1,13.5000,A,-27.13,60.000,,43.7 s,From the cold overload curve,nu,
49,Thermal overload model,Thermal,Overcurrent,characteristic,5,Timing at 3 ×FLA,,,,,I L2,13.5000,A,-147.13,60.000,,43.7 s,From the cold overload curve,nu,
49,Thermal overload model,Thermal,Overcurrent,characteristic,5,Timing at 3 ×FLA,,,,,I L3,13.5000,A,92.87,60.000,,43.7 s,From the cold overload curve,nu,
49,Thermal overload model,Thermal,Overcurrent,characteristic,6,Timing at 4 ×FLA,,,,,V L1,69.282,V,0.00,60.000,,23.3 s,From the cold overload curve,nu,
49,Thermal overload model,Thermal,Overcurrent,characteristic,6,Timing at 4 ×FLA,,,,,V L2,69.282,V,-120.00,60.000,,23.3 s,From the cold overload curve,nu,
49,Thermal overload model,Thermal,Overcurrent,characteristic,6,Timing at 4 ×FLA,,,,,V L3,69.282,V,120.00,60.000,,23.3 s,From the cold overload curve,nu,
49,Thermal overload model,Thermal,Overcurrent,characteristic,6,Timing at 4 ×FLA,,,,,I L1,18.0000,A,-27.13,60.000,,23.3 s,From the cold overload curve,nu,
49,Thermal overload model,Thermal,Overcurrent,characteristic,6,Timing at 4 ×FLA,,,,,I L2,18.0000,A,-147.13,60.000,,23.3 s,From the cold overload curve,nu,
49,Thermal overload model,Thermal,Overcurrent,characteristic,6,Timing at 4 ×FLA,,,,,I L3,18.0000,A,92.87,60.000,,23.3 s,From the cold overload curve,nu,
49,Thermal overload model,Thermal,Overcurrent,characteristic,7,Timing at 6 ×FLA,,,,,V L1,69.282,V,0.00,60.000,,9.99 s,From the cold overload curve,nu,
49,Thermal overload model,Thermal,Overcurrent,characteristic,7,Timing at 6 ×FLA,,,,,V L2,69.282,V,-120.00,60.000,,9.99 s,From the cold overload curve,nu,
49,Thermal overload model,Thermal,Overcurrent,characteristic,7,Timing at 6 ×FLA,,,,,V L3,69.282,V,120.00,60.000,,9.99 s,From the cold overload curve,nu,
49,Thermal overload model,Thermal,Overcurrent,characteristic,7,Timing at 6 ×FLA,,,,,I L1,27.0000,A,-27.13,60.000,,9.99 s,From the cold overload curve,nu,
49,Thermal overload model,Thermal,Overcurrent,characteristic,7,Timing at 6 ×FLA,,,,,I L2,27.0000,A,-147.13,60.000,,9.99 s,From the cold overload curve,nu,
49,Thermal overload model,Thermal,Overcurrent,characteristic,7,Timing at 6 ×FLA,,,,,I L3,27.0000,A,92.87,60.000,,9.99 s,From the cold overload curve,nu,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,1,Accumulate at 2 ×FLA,,,,,V L1,69.282,V,0.00,60.000,,87.4 s to alarm,"Trip at 116.5 s · hold the current, do not interrupt it",nu,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,1,Accumulate at 2 ×FLA,,,,,V L2,69.282,V,-120.00,60.000,,87.4 s to alarm,"Trip at 116.5 s · hold the current, do not interrupt it",nu,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,1,Accumulate at 2 ×FLA,,,,,V L3,69.282,V,120.00,60.000,,87.4 s to alarm,"Trip at 116.5 s · hold the current, do not interrupt it",nu,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,1,Accumulate at 2 ×FLA,,,,,I L1,9.0000,A,-27.13,60.000,,87.4 s to alarm,"Trip at 116.5 s · hold the current, do not interrupt it",nu,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,1,Accumulate at 2 ×FLA,,,,,I L2,9.0000,A,-147.13,60.000,,87.4 s to alarm,"Trip at 116.5 s · hold the current, do not interrupt it",nu,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,1,Accumulate at 2 ×FLA,,,,,I L3,9.0000,A,92.87,60.000,,87.4 s to alarm,"Trip at 116.5 s · hold the current, do not interrupt it",nu,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,2,Accumulate at 4 ×FLA,,,,,V L1,69.282,V,0.00,60.000,,17.5 s to alarm,"Trip at 23.3 s · hold the current, do not interrupt it",nu,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,2,Accumulate at 4 ×FLA,,,,,V L2,69.282,V,-120.00,60.000,,17.5 s to alarm,"Trip at 23.3 s · hold the current, do not interrupt it",nu,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,2,Accumulate at 4 ×FLA,,,,,V L3,69.282,V,120.00,60.000,,17.5 s to alarm,"Trip at 23.3 s · hold the current, do not interrupt it",nu,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,2,Accumulate at 4 ×FLA,,,,,I L1,18.0000,A,-27.13,60.000,,17.5 s to alarm,"Trip at 23.3 s · hold the current, do not interrupt it",nu,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,2,Accumulate at 4 ×FLA,,,,,I L2,18.0000,A,-147.13,60.000,,17.5 s to alarm,"Trip at 23.3 s · hold the current, do not interrupt it",nu,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,2,Accumulate at 4 ×FLA,,,,,I L3,18.0000,A,92.87,60.000,,17.5 s to alarm,"Trip at 23.3 s · hold the current, do not interrupt it",nu,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,3,Accumulate at 6 ×FLA,,,,,V L1,69.282,V,0.00,60.000,,7.49 s to alarm,"Trip at 9.99 s · hold the current, do not interrupt it",nu,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,3,Accumulate at 6 ×FLA,,,,,V L2,69.282,V,-120.00,60.000,,7.49 s to alarm,"Trip at 9.99 s · hold the current, do not interrupt it",nu,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,3,Accumulate at 6 ×FLA,,,,,V L3,69.282,V,120.00,60.000,,7.49 s to alarm,"Trip at 9.99 s · hold the current, do not interrupt it",nu,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,3,Accumulate at 6 ×FLA,,,,,I L1,27.0000,A,-27.13,60.000,,7.49 s to alarm,"Trip at 9.99 s · hold the current, do not interrupt it",nu,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,3,Accumulate at 6 ×FLA,,,,,I L2,27.0000,A,-147.13,60.000,,7.49 s to alarm,"Trip at 9.99 s · hold the current, do not interrupt it",nu,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,3,Accumulate at 6 ×FLA,,,,,I L3,27.0000,A,92.87,60.000,,7.49 s to alarm,"Trip at 9.99 s · hold the current, do not interrupt it",nu,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,4,Decay — 5 min stopped,,,,,V L1,0.000,V,0.00,60.000,,84.6% remaining,Restart permitted below 100%,op,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,4,Decay — 5 min stopped,,,,,V L2,0.000,V,-120.00,60.000,,84.6% remaining,Restart permitted below 100%,op,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,4,Decay — 5 min stopped,,,,,V L3,0.000,V,120.00,60.000,,84.6% remaining,Restart permitted below 100%,op,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,4,Decay — 5 min stopped,,,,,I L1,0.0000,A,0.00,60.000,,84.6% remaining,Restart permitted below 100%,op,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,4,Decay — 5 min stopped,,,,,I L2,0.0000,A,0.00,60.000,,84.6% remaining,Restart permitted below 100%,op,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,4,Decay — 5 min stopped,,,,,I L3,0.0000,A,0.00,60.000,,84.6% remaining,Restart permitted below 100%,op,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,5,Decay — 15 min stopped,,,,,V L1,0.000,V,0.00,60.000,,60.7% remaining,Restart permitted below 100%,op,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,5,Decay — 15 min stopped,,,,,V L2,0.000,V,-120.00,60.000,,60.7% remaining,Restart permitted below 100%,op,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,5,Decay — 15 min stopped,,,,,V L3,0.000,V,120.00,60.000,,60.7% remaining,Restart permitted below 100%,op,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,5,Decay — 15 min stopped,,,,,I L1,0.0000,A,0.00,60.000,,60.7% remaining,Restart permitted below 100%,op,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,5,Decay — 15 min stopped,,,,,I L2,0.0000,A,0.00,60.000,,60.7% remaining,Restart permitted below 100%,op,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,5,Decay — 15 min stopped,,,,,I L3,0.0000,A,0.00,60.000,,60.7% remaining,Restart permitted below 100%,op,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,6,Decay — 30 min stopped,,,,,V L1,0.000,V,0.00,60.000,,36.8% remaining,Restart permitted below 100%,op,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,6,Decay — 30 min stopped,,,,,V L2,0.000,V,-120.00,60.000,,36.8% remaining,Restart permitted below 100%,op,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,6,Decay — 30 min stopped,,,,,V L3,0.000,V,120.00,60.000,,36.8% remaining,Restart permitted below 100%,op,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,6,Decay — 30 min stopped,,,,,I L1,0.0000,A,0.00,60.000,,36.8% remaining,Restart permitted below 100%,op,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,6,Decay — 30 min stopped,,,,,I L2,0.0000,A,0.00,60.000,,36.8% remaining,Restart permitted below 100%,op,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,6,Decay — 30 min stopped,,,,,I L3,0.0000,A,0.00,60.000,,36.8% remaining,Restart permitted below 100%,op,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,7,Decay — 60 min stopped,,,,,V L1,0.000,V,0.00,60.000,,13.5% remaining,Restart permitted below 100%,op,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,7,Decay — 60 min stopped,,,,,V L2,0.000,V,-120.00,60.000,,13.5% remaining,Restart permitted below 100%,op,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,7,Decay — 60 min stopped,,,,,V L3,0.000,V,120.00,60.000,,13.5% remaining,Restart permitted below 100%,op,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,7,Decay — 60 min stopped,,,,,I L1,0.0000,A,0.00,60.000,,13.5% remaining,Restart permitted below 100%,op,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,7,Decay — 60 min stopped,,,,,I L2,0.0000,A,0.00,60.000,,13.5% remaining,Restart permitted below 100%,op,
49TC,Thermal capacity and lockout,Thermal,Quick CMC,points,7,Decay — 60 min stopped,,,,,I L3,0.0000,A,0.00,60.000,,13.5% remaining,Restart permitted below 100%,op,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,1,Stopped,1,1/3,Stopped,3.000,V L1,0.000,V,0.00,60.000,,READY,Start supervision idle,nu,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,1,Stopped,1,1/3,Stopped,3.000,V L2,0.000,V,-120.00,60.000,,READY,Start supervision idle,nu,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,1,Stopped,1,1/3,Stopped,3.000,V L3,0.000,V,120.00,60.000,,READY,Start supervision idle,nu,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,1,Stopped,1,1/3,Stopped,3.000,I L1,0.0000,A,0.00,60.000,,READY,Start supervision idle,nu,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,1,Stopped,1,1/3,Stopped,3.000,I L2,0.0000,A,0.00,60.000,,READY,Start supervision idle,nu,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,1,Stopped,1,1/3,Stopped,3.000,I L3,0.0000,A,0.00,60.000,,READY,Start supervision idle,nu,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,2,Successful start — acceleration,1,2/3,Accelerating,8.000,V L1,58.890,V,0.00,60.000,,NO TRIP,Inside the 10.0 s limit,no,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,2,Successful start — acceleration,1,2/3,Accelerating,8.000,V L2,58.890,V,-120.00,60.000,,NO TRIP,Inside the 10.0 s limit,no,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,2,Successful start — acceleration,1,2/3,Accelerating,8.000,V L3,58.890,V,120.00,60.000,,NO TRIP,Inside the 10.0 s limit,no,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,2,Successful start — acceleration,1,2/3,Accelerating,8.000,I L1,27.0000,A,-27.13,60.000,,NO TRIP,Inside the 10.0 s limit,no,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,2,Successful start — acceleration,1,2/3,Accelerating,8.000,I L2,27.0000,A,-147.13,60.000,,NO TRIP,Inside the 10.0 s limit,no,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,2,Successful start — acceleration,1,2/3,Accelerating,8.000,I L3,27.0000,A,92.87,60.000,,NO TRIP,Inside the 10.0 s limit,no,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,3,Successful start — running,1,3/3,Running,10.000,V L1,69.282,V,0.00,60.000,,START COMPLETE,Acceleration timer resets,op,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,3,Successful start — running,1,3/3,Running,10.000,V L2,69.282,V,-120.00,60.000,,START COMPLETE,Acceleration timer resets,op,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,3,Successful start — running,1,3/3,Running,10.000,V L3,69.282,V,120.00,60.000,,START COMPLETE,Acceleration timer resets,op,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,3,Successful start — running,1,3/3,Running,10.000,I L1,4.5000,A,-27.13,60.000,,START COMPLETE,Acceleration timer resets,op,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,3,Successful start — running,1,3/3,Running,10.000,I L2,4.5000,A,-147.13,60.000,,START COMPLETE,Acceleration timer resets,op,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,3,Successful start — running,1,3/3,Running,10.000,I L3,4.5000,A,92.87,60.000,,START COMPLETE,Acceleration timer resets,op,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,4,Stalled start — stopped,2,1/2,Stopped,3.000,V L1,0.000,V,0.00,60.000,,READY,,nu,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,4,Stalled start — stopped,2,1/2,Stopped,3.000,V L2,0.000,V,-120.00,60.000,,READY,,nu,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,4,Stalled start — stopped,2,1/2,Stopped,3.000,V L3,0.000,V,120.00,60.000,,READY,,nu,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,4,Stalled start — stopped,2,1/2,Stopped,3.000,I L1,0.0000,A,0.00,60.000,,READY,,nu,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,4,Stalled start — stopped,2,1/2,Stopped,3.000,I L2,0.0000,A,0.00,60.000,,READY,,nu,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,4,Stalled start — stopped,2,1/2,Stopped,3.000,I L3,0.0000,A,0.00,60.000,,READY,,nu,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,5,Stalled start — current never drops,2,2/2,Stalled,13.000,V L1,58.890,V,0.00,60.000,,TRIP AT 10.0 s,"Incomplete sequence, or the thermal curve first — see the note below",op,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,5,Stalled start — current never drops,2,2/2,Stalled,13.000,V L2,58.890,V,-120.00,60.000,,TRIP AT 10.0 s,"Incomplete sequence, or the thermal curve first — see the note below",op,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,5,Stalled start — current never drops,2,2/2,Stalled,13.000,V L3,58.890,V,120.00,60.000,,TRIP AT 10.0 s,"Incomplete sequence, or the thermal curve first — see the note below",op,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,5,Stalled start — current never drops,2,2/2,Stalled,13.000,I L1,27.0000,A,-27.13,60.000,,TRIP AT 10.0 s,"Incomplete sequence, or the thermal curve first — see the note below",op,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,5,Stalled start — current never drops,2,2/2,Stalled,13.000,I L2,27.0000,A,-147.13,60.000,,TRIP AT 10.0 s,"Incomplete sequence, or the thermal curve first — see the note below",op,
48,Acceleration time / incomplete sequence,Starting,State Sequencer,sequence,5,Stalled start — current never drops,2,2/2,Stalled,13.000,I L3,27.0000,A,92.87,60.000,,TRIP AT 10.0 s,"Incomplete sequence, or the thermal curve first — see the note below",op,
51LR,Locked rotor and mechanical jam,Starting,Overcurrent,pickup+time,1,Jam — above pickup,,,,,V L1,69.282,V,0.00,60.000,,TRIP,Operate after 1.00 s,op,
51LR,Locked rotor and mechanical jam,Starting,Overcurrent,pickup+time,1,Jam — above pickup,,,,,V L2,69.282,V,-120.00,60.000,,TRIP,Operate after 1.00 s,op,
51LR,Locked rotor and mechanical jam,Starting,Overcurrent,pickup+time,1,Jam — above pickup,,,,,V L3,69.282,V,120.00,60.000,,TRIP,Operate after 1.00 s,op,
51LR,Locked rotor and mechanical jam,Starting,Overcurrent,pickup+time,1,Jam — above pickup,,,,,I L1,11.8125,A,-27.13,60.000,,TRIP,Operate after 1.00 s,op,
51LR,Locked rotor and mechanical jam,Starting,Overcurrent,pickup+time,1,Jam — above pickup,,,,,I L2,11.8125,A,-147.13,60.000,,TRIP,Operate after 1.00 s,op,
51LR,Locked rotor and mechanical jam,Starting,Overcurrent,pickup+time,1,Jam — above pickup,,,,,I L3,11.8125,A,92.87,60.000,,TRIP,Operate after 1.00 s,op,
51LR,Locked rotor and mechanical jam,Starting,Overcurrent,pickup+time,2,Jam — below pickup,,,,,V L1,69.282,V,0.00,60.000,,NO TRIP,No operation,no,
51LR,Locked rotor and mechanical jam,Starting,Overcurrent,pickup+time,2,Jam — below pickup,,,,,V L2,69.282,V,-120.00,60.000,,NO TRIP,No operation,no,
51LR,Locked rotor and mechanical jam,Starting,Overcurrent,pickup+time,2,Jam — below pickup,,,,,V L3,69.282,V,120.00,60.000,,NO TRIP,No operation,no,
51LR,Locked rotor and mechanical jam,Starting,Overcurrent,pickup+time,2,Jam — below pickup,,,,,I L1,10.6875,A,-27.13,60.000,,NO TRIP,No operation,no,
51LR,Locked rotor and mechanical jam,Starting,Overcurrent,pickup+time,2,Jam — below pickup,,,,,I L2,10.6875,A,-147.13,60.000,,NO TRIP,No operation,no,
51LR,Locked rotor and mechanical jam,Starting,Overcurrent,pickup+time,2,Jam — below pickup,,,,,I L3,10.6875,A,92.87,60.000,,NO TRIP,No operation,no,
51LR,Locked rotor and mechanical jam,Starting,Overcurrent,pickup+time,3,Locked rotor — above pickup,,,,,V L1,69.282,V,0.00,60.000,,TRIP,Operate after 2.00 s,op,
51LR,Locked rotor and mechanical jam,Starting,Overcurrent,pickup+time,3,Locked rotor — above pickup,,,,,V L2,69.282,V,-120.00,60.000,,TRIP,Operate after 2.00 s,op,
51LR,Locked rotor and mechanical jam,Starting,Overcurrent,pickup+time,3,Locked rotor — above pickup,,,,,V L3,69.282,V,120.00,60.000,,TRIP,Operate after 2.00 s,op,
51LR,Locked rotor and mechanical jam,Starting,Overcurrent,pickup+time,3,Locked rotor — above pickup,,,,,I L1,21.2625,A,-27.13,60.000,,TRIP,Operate after 2.00 s,op,
51LR,Locked rotor and mechanical jam,Starting,Overcurrent,pickup+time,3,Locked rotor — above pickup,,,,,I L2,21.2625,A,-147.13,60.000,,TRIP,Operate after 2.00 s,op,
51LR,Locked rotor and mechanical jam,Starting,Overcurrent,pickup+time,3,Locked rotor — above pickup,,,,,I L3,21.2625,A,92.87,60.000,,TRIP,Operate after 2.00 s,op,
51LR,Locked rotor and mechanical jam,Starting,Overcurrent,pickup+time,4,Jam blocked during start,,,,,V L1,69.282,V,0.00,60.000,,JAM BLOCKED,A normal start must not look like a jam,no,
51LR,Locked rotor and mechanical jam,Starting,Overcurrent,pickup+time,4,Jam blocked during start,,,,,V L2,69.282,V,-120.00,60.000,,JAM BLOCKED,A normal start must not look like a jam,no,
51LR,Locked rotor and mechanical jam,Starting,Overcurrent,pickup+time,4,Jam blocked during start,,,,,V L3,69.282,V,120.00,60.000,,JAM BLOCKED,A normal start must not look like a jam,no,
51LR,Locked rotor and mechanical jam,Starting,Overcurrent,pickup+time,4,Jam blocked during start,,,,,I L1,27.0000,A,-27.13,60.000,,JAM BLOCKED,A normal start must not look like a jam,no,
51LR,Locked rotor and mechanical jam,Starting,Overcurrent,pickup+time,4,Jam blocked during start,,,,,I L2,27.0000,A,-147.13,60.000,,JAM BLOCKED,A normal start must not look like a jam,no,
51LR,Locked rotor and mechanical jam,Starting,Overcurrent,pickup+time,4,Jam blocked during start,,,,,I L3,27.0000,A,92.87,60.000,,JAM BLOCKED,A normal start must not look like a jam,no,
66,Starts per hour / time between starts,Starting,State Sequencer,sequence,1,Start 1 of 3,1,1/10,Start 1,8.000,V L1,58.890,V,0.00,60.000,,PERMITTED,Counter advances to 1,op,
66,Starts per hour / time between starts,Starting,State Sequencer,sequence,1,Start 1 of 3,1,1/10,Start 1,8.000,V L2,58.890,V,-120.00,60.000,,PERMITTED,Counter advances to 1,op,
