# 889-GEN — Multilin 889 generator protection
# generated 2026-09-15 00:14 from 889.html
# configuration: mva=100; kv=13.8; pf=0.85; freq=60; rot=ABC; poles=2; xd=1.8; xdp=0.25; xdpp=0.18; x2=0.2; cttp=5000; ctts=5; ctnp=5000; ctns=5; ctgp=200; ctgs=5; vtp=13800; vts=120; vtc=wye; zsrc=I; zhold=5; ngtp=7970; ngts=240; gnd=hr; cmc=6x; imax=12.5; vmax=300
# All quantities are SECONDARY at the relay terminals. Angles in degrees, CCW positive, V L1 = 0.
# Values shown are for the tool's sample configuration — re-generate after entering real station data.
Element,ElementName,Group,TU_Module,DriveAs,Step,StepName,SeqRun,SeqState,SeqLabel,StateDuration_s,Channel,Magnitude,Unit,Angle_deg,Frequency_Hz,ChannelNote,Expected,ExpectedDetail,Verdict,CurrentNeededAt
87G,Generator differential,Differential & ground,Differential,characteristic,5,Irest 3 pu — above slope,,,,,V L3,69.282,V,120.00,60.000,,OPERATE,IT 3.000 pu · IN 2.670 pu,op,
87G,Generator differential,Differential & ground,Differential,characteristic,5,Irest 3 pu — above slope,,,,,I A-L1,12.5511,A,0.00,60.000,,OPERATE,IT 3.000 pu · IN 2.670 pu,op,
87G,Generator differential,Differential & ground,Differential,characteristic,5,Irest 3 pu — above slope,,,,,I A-L2,12.5511,A,-120.00,60.000,,OPERATE,IT 3.000 pu · IN 2.670 pu,op,
87G,Generator differential,Differential & ground,Differential,characteristic,5,Irest 3 pu — above slope,,,,,I A-L3,12.5511,A,120.00,60.000,,OPERATE,IT 3.000 pu · IN 2.670 pu,op,
87G,Generator differential,Differential & ground,Differential,characteristic,5,Irest 3 pu — above slope,,,,,I B-L1,11.1705,A,180.00,60.000,,OPERATE,IT 3.000 pu · IN 2.670 pu,op,
87G,Generator differential,Differential & ground,Differential,characteristic,5,Irest 3 pu — above slope,,,,,I B-L2,11.1705,A,60.00,60.000,,OPERATE,IT 3.000 pu · IN 2.670 pu,op,
87G,Generator differential,Differential & ground,Differential,characteristic,5,Irest 3 pu — above slope,,,,,I B-L3,11.1705,A,-60.00,60.000,,OPERATE,IT 3.000 pu · IN 2.670 pu,op,
87G,Generator differential,Differential & ground,Differential,characteristic,6,Irest 3 pu — below slope,,,,,V L1,69.282,V,0.00,60.000,,RESTRAIN,IT 3.000 pu · IN 2.730 pu,no,
87G,Generator differential,Differential & ground,Differential,characteristic,6,Irest 3 pu — below slope,,,,,V L2,69.282,V,-120.00,60.000,,RESTRAIN,IT 3.000 pu · IN 2.730 pu,no,
87G,Generator differential,Differential & ground,Differential,characteristic,6,Irest 3 pu — below slope,,,,,V L3,69.282,V,120.00,60.000,,RESTRAIN,IT 3.000 pu · IN 2.730 pu,no,
87G,Generator differential,Differential & ground,Differential,characteristic,6,Irest 3 pu — below slope,,,,,I A-L1,12.5511,A,0.00,60.000,,RESTRAIN,IT 3.000 pu · IN 2.730 pu,no,
87G,Generator differential,Differential & ground,Differential,characteristic,6,Irest 3 pu — below slope,,,,,I A-L2,12.5511,A,-120.00,60.000,,RESTRAIN,IT 3.000 pu · IN 2.730 pu,no,
87G,Generator differential,Differential & ground,Differential,characteristic,6,Irest 3 pu — below slope,,,,,I A-L3,12.5511,A,120.00,60.000,,RESTRAIN,IT 3.000 pu · IN 2.730 pu,no,
87G,Generator differential,Differential & ground,Differential,characteristic,6,Irest 3 pu — below slope,,,,,I B-L1,11.4215,A,180.00,60.000,,RESTRAIN,IT 3.000 pu · IN 2.730 pu,no,
87G,Generator differential,Differential & ground,Differential,characteristic,6,Irest 3 pu — below slope,,,,,I B-L2,11.4215,A,60.00,60.000,,RESTRAIN,IT 3.000 pu · IN 2.730 pu,no,
87G,Generator differential,Differential & ground,Differential,characteristic,6,Irest 3 pu — below slope,,,,,I B-L3,11.4215,A,-60.00,60.000,,RESTRAIN,IT 3.000 pu · IN 2.730 pu,no,
87G,Generator differential,Differential & ground,Differential,characteristic,7,Irest 7 pu — above slope,,,,,V L1,69.282,V,0.00,60.000,,OPERATE,IT 7.000 pu · IN 5.790 pu,op,
87G,Generator differential,Differential & ground,Differential,characteristic,7,Irest 7 pu — above slope,,,,,V L2,69.282,V,-120.00,60.000,,OPERATE,IT 7.000 pu · IN 5.790 pu,op,
87G,Generator differential,Differential & ground,Differential,characteristic,7,Irest 7 pu — above slope,,,,,V L3,69.282,V,120.00,60.000,,OPERATE,IT 7.000 pu · IN 5.790 pu,op,
87G,Generator differential,Differential & ground,Differential,characteristic,7,Irest 7 pu — above slope,,,,,I A-L1,29.2859,A,0.00,60.000,,OPERATE,IT 7.000 pu · IN 5.790 pu,op,
87G,Generator differential,Differential & ground,Differential,characteristic,7,Irest 7 pu — above slope,,,,,I A-L2,29.2859,A,-120.00,60.000,,OPERATE,IT 7.000 pu · IN 5.790 pu,op,
87G,Generator differential,Differential & ground,Differential,characteristic,7,Irest 7 pu — above slope,,,,,I A-L3,29.2859,A,120.00,60.000,,OPERATE,IT 7.000 pu · IN 5.790 pu,op,
87G,Generator differential,Differential & ground,Differential,characteristic,7,Irest 7 pu — above slope,,,,,I B-L1,24.2236,A,180.00,60.000,,OPERATE,IT 7.000 pu · IN 5.790 pu,op,
87G,Generator differential,Differential & ground,Differential,characteristic,7,Irest 7 pu — above slope,,,,,I B-L2,24.2236,A,60.00,60.000,,OPERATE,IT 7.000 pu · IN 5.790 pu,op,
87G,Generator differential,Differential & ground,Differential,characteristic,7,Irest 7 pu — above slope,,,,,I B-L3,24.2236,A,-60.00,60.000,,OPERATE,IT 7.000 pu · IN 5.790 pu,op,
87G,Generator differential,Differential & ground,Differential,characteristic,8,Irest 7 pu — below slope,,,,,V L1,69.282,V,0.00,60.000,,RESTRAIN,IT 7.000 pu · IN 6.010 pu,no,
87G,Generator differential,Differential & ground,Differential,characteristic,8,Irest 7 pu — below slope,,,,,V L2,69.282,V,-120.00,60.000,,RESTRAIN,IT 7.000 pu · IN 6.010 pu,no,
87G,Generator differential,Differential & ground,Differential,characteristic,8,Irest 7 pu — below slope,,,,,V L3,69.282,V,120.00,60.000,,RESTRAIN,IT 7.000 pu · IN 6.010 pu,no,
87G,Generator differential,Differential & ground,Differential,characteristic,8,Irest 7 pu — below slope,,,,,I A-L1,29.2859,A,0.00,60.000,,RESTRAIN,IT 7.000 pu · IN 6.010 pu,no,
87G,Generator differential,Differential & ground,Differential,characteristic,8,Irest 7 pu — below slope,,,,,I A-L2,29.2859,A,-120.00,60.000,,RESTRAIN,IT 7.000 pu · IN 6.010 pu,no,
87G,Generator differential,Differential & ground,Differential,characteristic,8,Irest 7 pu — below slope,,,,,I A-L3,29.2859,A,120.00,60.000,,RESTRAIN,IT 7.000 pu · IN 6.010 pu,no,
87G,Generator differential,Differential & ground,Differential,characteristic,8,Irest 7 pu — below slope,,,,,I B-L1,25.1440,A,180.00,60.000,,RESTRAIN,IT 7.000 pu · IN 6.010 pu,no,
87G,Generator differential,Differential & ground,Differential,characteristic,8,Irest 7 pu — below slope,,,,,I B-L2,25.1440,A,60.00,60.000,,RESTRAIN,IT 7.000 pu · IN 6.010 pu,no,
87G,Generator differential,Differential & ground,Differential,characteristic,8,Irest 7 pu — below slope,,,,,I B-L3,25.1440,A,-60.00,60.000,,RESTRAIN,IT 7.000 pu · IN 6.010 pu,no,
87GN,Restricted ground fault,Differential & ground,Quick CMC,points,1,Sensitivity — above pickup,,,,,V L1,69.282,V,0.00,60.000,,OPERATE,Operate time 0.00 s,op,
87GN,Restricted ground fault,Differential & ground,Quick CMC,points,1,Sensitivity — above pickup,,,,,V L2,69.282,V,-120.00,60.000,,OPERATE,Operate time 0.00 s,op,
87GN,Restricted ground fault,Differential & ground,Quick CMC,points,1,Sensitivity — above pickup,,,,,V L3,69.282,V,120.00,60.000,,OPERATE,Operate time 0.00 s,op,
87GN,Restricted ground fault,Differential & ground,Quick CMC,points,1,Sensitivity — above pickup,,,,,I A-L1,0.5500,A,0.00,60.000,ground / neutral CT input,OPERATE,Operate time 0.00 s,op,
87GN,Restricted ground fault,Differential & ground,Quick CMC,points,2,Sensitivity — below pickup,,,,,V L1,69.282,V,0.00,60.000,,RESTRAIN,Operate time 0.00 s,no,
87GN,Restricted ground fault,Differential & ground,Quick CMC,points,2,Sensitivity — below pickup,,,,,V L2,69.282,V,-120.00,60.000,,RESTRAIN,Operate time 0.00 s,no,
87GN,Restricted ground fault,Differential & ground,Quick CMC,points,2,Sensitivity — below pickup,,,,,V L3,69.282,V,120.00,60.000,,RESTRAIN,Operate time 0.00 s,no,
87GN,Restricted ground fault,Differential & ground,Quick CMC,points,2,Sensitivity — below pickup,,,,,I A-L1,0.4500,A,0.00,60.000,ground / neutral CT input,RESTRAIN,Operate time 0.00 s,no,
87GN,Restricted ground fault,Differential & ground,Quick CMC,points,3,Through-fault stability,,,,,V L1,69.282,V,0.00,60.000,,RESTRAIN,No operation anywhere on the ramp,no,
87GN,Restricted ground fault,Differential & ground,Quick CMC,points,3,Through-fault stability,,,,,V L2,69.282,V,-120.00,60.000,,RESTRAIN,No operation anywhere on the ramp,no,
87GN,Restricted ground fault,Differential & ground,Quick CMC,points,3,Through-fault stability,,,,,V L3,69.282,V,120.00,60.000,,RESTRAIN,No operation anywhere on the ramp,no,
87GN,Restricted ground fault,Differential & ground,Quick CMC,points,3,Through-fault stability,,,,,I A-L1,20.0000,A,0.00,60.000,terminal phase L1,RESTRAIN,No operation anywhere on the ramp,no,
87GN,Restricted ground fault,Differential & ground,Quick CMC,points,3,Through-fault stability,,,,,I A-L2,0.0000,A,0.00,60.000,,RESTRAIN,No operation anywhere on the ramp,no,
87GN,Restricted ground fault,Differential & ground,Quick CMC,points,3,Through-fault stability,,,,,I A-L3,0.0000,A,0.00,60.000,,RESTRAIN,No operation anywhere on the ramp,no,
87GN,Restricted ground fault,Differential & ground,Quick CMC,points,3,Through-fault stability,,,,,I B-L1,20.0000,A,180.00,60.000,"ground CT input, reversed polarity",RESTRAIN,No operation anywhere on the ramp,no,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,1,Pickup — above threshold,,,,,V L1,69.282,V,0.00,60.000,,OPERATE,Operate after 0.50 s,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,1,Pickup — above threshold,,,,,V L2,69.282,V,-120.00,60.000,,OPERATE,Operate after 0.50 s,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,1,Pickup — above threshold,,,,,V L3,69.282,V,120.00,60.000,,OPERATE,Operate after 0.50 s,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,1,Pickup — above threshold,,,,,V 4,5.500,V,0.00,60.000,grounding transformer secondary,OPERATE,Operate after 0.50 s,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,1,Pickup — above threshold,,,,,I A-L1,0.0000,A,0.00,60.000,,OPERATE,Operate after 0.50 s,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,1,Pickup — above threshold,,,,,I A-L2,0.0000,A,0.00,60.000,,OPERATE,Operate after 0.50 s,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,1,Pickup — above threshold,,,,,I A-L3,0.0000,A,0.00,60.000,,OPERATE,Operate after 0.50 s,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,2,Pickup — below threshold,,,,,V L1,69.282,V,0.00,60.000,,RESTRAIN,No operation,no,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,2,Pickup — below threshold,,,,,V L2,69.282,V,-120.00,60.000,,RESTRAIN,No operation,no,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,2,Pickup — below threshold,,,,,V L3,69.282,V,120.00,60.000,,RESTRAIN,No operation,no,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,2,Pickup — below threshold,,,,,V 4,4.500,V,0.00,60.000,grounding transformer secondary,RESTRAIN,No operation,no,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,2,Pickup — below threshold,,,,,I A-L1,0.0000,A,0.00,60.000,,RESTRAIN,No operation,no,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,2,Pickup — below threshold,,,,,I A-L2,0.0000,A,0.00,60.000,,RESTRAIN,No operation,no,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,2,Pickup — below threshold,,,,,I A-L3,0.0000,A,0.00,60.000,,RESTRAIN,No operation,no,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,3,Fault 100% from neutral,,,,,V L1,69.282,V,0.00,60.000,,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,3,Fault 100% from neutral,,,,,V L2,69.282,V,-120.00,60.000,,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,3,Fault 100% from neutral,,,,,V L3,69.282,V,120.00,60.000,,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,3,Fault 100% from neutral,,,,,V 4,239.923,V,0.00,60.000,grounding transformer secondary,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,3,Fault 100% from neutral,,,,,I A-L1,0.0000,A,0.00,60.000,,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,3,Fault 100% from neutral,,,,,I A-L2,0.0000,A,0.00,60.000,,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,3,Fault 100% from neutral,,,,,I A-L3,0.0000,A,0.00,60.000,,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,4,Fault 50% from neutral,,,,,V L1,69.282,V,0.00,60.000,,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,4,Fault 50% from neutral,,,,,V L2,69.282,V,-120.00,60.000,,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,4,Fault 50% from neutral,,,,,V L3,69.282,V,120.00,60.000,,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,4,Fault 50% from neutral,,,,,V 4,119.961,V,0.00,60.000,grounding transformer secondary,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,4,Fault 50% from neutral,,,,,I A-L1,0.0000,A,0.00,60.000,,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,4,Fault 50% from neutral,,,,,I A-L2,0.0000,A,0.00,60.000,,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,4,Fault 50% from neutral,,,,,I A-L3,0.0000,A,0.00,60.000,,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,5,Fault 10% from neutral,,,,,V L1,69.282,V,0.00,60.000,,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,5,Fault 10% from neutral,,,,,V L2,69.282,V,-120.00,60.000,,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,5,Fault 10% from neutral,,,,,V L3,69.282,V,120.00,60.000,,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,5,Fault 10% from neutral,,,,,V 4,23.992,V,0.00,60.000,grounding transformer secondary,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,5,Fault 10% from neutral,,,,,I A-L1,0.0000,A,0.00,60.000,,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,5,Fault 10% from neutral,,,,,I A-L2,0.0000,A,0.00,60.000,,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,5,Fault 10% from neutral,,,,,I A-L3,0.0000,A,0.00,60.000,,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,6,Fault 5% from neutral,,,,,V L1,69.282,V,0.00,60.000,,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,6,Fault 5% from neutral,,,,,V L2,69.282,V,-120.00,60.000,,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,6,Fault 5% from neutral,,,,,V L3,69.282,V,120.00,60.000,,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,6,Fault 5% from neutral,,,,,V 4,11.996,V,0.00,60.000,grounding transformer secondary,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,6,Fault 5% from neutral,,,,,I A-L1,0.0000,A,0.00,60.000,,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,6,Fault 5% from neutral,,,,,I A-L2,0.0000,A,0.00,60.000,,OPERATE,Detected by 59N,op,
59N,Stator ground — fundamental,Differential & ground,Quick CMC,points,6,Fault 5% from neutral,,,,,I A-L3,0.0000,A,0.00,60.000,,OPERATE,Detected by 59N,op,
27TN,Stator ground — third harmonic,Differential & ground,Harmonics,points,1,Above threshold — healthy,,,,,V L1,69.282,V,0.00,60.000,,RESTRAIN,Element must not operate,no,
27TN,Stator ground — third harmonic,Differential & ground,Harmonics,points,1,Above threshold — healthy,,,,,V L2,69.282,V,-120.00,60.000,,RESTRAIN,Element must not operate,no,
27TN,Stator ground — third harmonic,Differential & ground,Harmonics,points,1,Above threshold — healthy,,,,,V L3,69.282,V,120.00,60.000,,RESTRAIN,Element must not operate,no,
27TN,Stator ground — third harmonic,Differential & ground,Harmonics,points,1,Above threshold — healthy,,,,,V 4,0.550,V,0.00,180.000,third harmonic at the neutral input,RESTRAIN,Element must not operate,no,
27TN,Stator ground — third harmonic,Differential & ground,Harmonics,points,1,Above threshold — healthy,,,,,I A-L1,0.4184,A,0.00,60.000,,RESTRAIN,Element must not operate,no,
27TN,Stator ground — third harmonic,Differential & ground,Harmonics,points,1,Above threshold — healthy,,,,,I A-L2,0.4184,A,-120.00,60.000,,RESTRAIN,Element must not operate,no,
27TN,Stator ground — third harmonic,Differential & ground,Harmonics,points,1,Above threshold — healthy,,,,,I A-L3,0.4184,A,120.00,60.000,,RESTRAIN,Element must not operate,no,
27TN,Stator ground — third harmonic,Differential & ground,Harmonics,points,1,Above threshold — healthy,,,,,I B-L1,0.0000,A,0.00,60.000,,RESTRAIN,Element must not operate,no,
27TN,Stator ground — third harmonic,Differential & ground,Harmonics,points,1,Above threshold — healthy,,,,,I B-L2,0.0000,A,0.00,60.000,,RESTRAIN,Element must not operate,no,
27TN,Stator ground — third harmonic,Differential & ground,Harmonics,points,1,Above threshold — healthy,,,,,I B-L3,0.0000,A,0.00,60.000,,RESTRAIN,Element must not operate,no,
27TN,Stator ground — third harmonic,Differential & ground,Harmonics,points,2,Below threshold — fault,,,,,V L1,69.282,V,0.00,60.000,,OPERATE,Operate after 1.0 s,op,
27TN,Stator ground — third harmonic,Differential & ground,Harmonics,points,2,Below threshold — fault,,,,,V L2,69.282,V,-120.00,60.000,,OPERATE,Operate after 1.0 s,op,
27TN,Stator ground — third harmonic,Differential & ground,Harmonics,points,2,Below threshold — fault,,,,,V L3,69.282,V,120.00,60.000,,OPERATE,Operate after 1.0 s,op,
27TN,Stator ground — third harmonic,Differential & ground,Harmonics,points,2,Below threshold — fault,,,,,V 4,0.450,V,0.00,180.000,third harmonic at the neutral input,OPERATE,Operate after 1.0 s,op,
