# 869-MTR — Multilin 869 motor protection
# generated 2026-09-15 01:22 from src/869-mtr.html
# configuration: kv=4.16; fla=180; sf=1.15; hp=1500; pf=0.89; freq=60; rot=ABC; type=ind; lra=6; lrtc=20; lrth=15; acc=8; start=3; tbs=20; cmode=std; cm=4; ca=87.4; cn=2; cref=fla; fitI=6; fitT=10; k=6; hcr=0.75; taur=15; taus=30; tau_i=20; kf=1.05; ctp=200; cts=5; ctgp=50; ctgs=5; vtp=4160; vts=120; vtc=wye; diff=cb; cmc=3x; imax=32; vmax=300
# All quantities are SECONDARY at the relay terminals. Angles in degrees, CCW positive, V L1 = 0.
# Values shown are for the tool's sample configuration — re-generate after entering real station data.
Element,ElementName,TU_Module,DriveAs,Step,StepName,WhatIsApplied,SeqRun,SeqState,StateDuration_s,V_L1,V_L2,V_L3,V_4,I_L1,I_L2,I_L3,I_B_L1,I_B_L2,I_B_L3,Freq_Hz,CurrentNeededAt,Reachable,Expected,ExpectedDetail,Measured,PassFail
49TC,Thermal capacity and lockout,Quick CMC,points,7,Decay — 60 min stopped,"From 100% used, current removed, motor stopped. τ stopped is 30 min.",,,,0.000@0.0,0.000@-120.0,0.000@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,13.5% remaining,Restart permitted below 100%,,
48,Acceleration time / incomplete sequence,State Sequencer,sequence,1,Stopped,"No current, motor at rest",1,1/3,3.000,0.000@0.0,0.000@-120.0,0.000@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,READY,Start supervision idle,,
48,Acceleration time / incomplete sequence,State Sequencer,sequence,2,Successful start — acceleration,Current stepped to 6 ×FLA and held for the nameplate acceleration time of 8.00 s,1,2/3,8.000,58.890@0.0,58.890@-120.0,58.890@120.0,,27.0000@-27.1,27.0000@-147.1,27.0000@92.9,,,,60.000,,yes,NO TRIP,Inside the 10.0 s limit,,
48,Acceleration time / incomplete sequence,State Sequencer,sequence,3,Successful start — running,"Current dropped to full load, below the 1.40 ×FLA transition level",1,3/3,10.000,69.282@0.0,69.282@-120.0,69.282@120.0,,4.5000@-27.1,4.5000@-147.1,4.5000@92.9,,,,60.000,,yes,START COMPLETE,Acceleration timer resets,,
48,Acceleration time / incomplete sequence,State Sequencer,sequence,4,Stalled start — stopped,"No current, motor at rest",2,1/2,3.000,0.000@0.0,0.000@-120.0,0.000@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,READY,,,
48,Acceleration time / incomplete sequence,State Sequencer,sequence,5,Stalled start — current never drops,Current held at 6 ×FLA past the 10.0 s limit — the motor never accelerates,2,2/2,13.000,58.890@0.0,58.890@-120.0,58.890@120.0,,27.0000@-27.1,27.0000@-147.1,27.0000@92.9,,,,60.000,,yes,TRIP AT 10.0 s,"Incomplete sequence, or the thermal curve first — see the note below",,
51LR,Locked rotor and mechanical jam,Overcurrent,pickup+time,1,Jam — above pickup,"105% of the jam setting, motor already running",,,,69.282@0.0,69.282@-120.0,69.282@120.0,,11.8125@-27.1,11.8125@-147.1,11.8125@92.9,,,,60.000,,yes,TRIP,Operate after 1.00 s,,
51LR,Locked rotor and mechanical jam,Overcurrent,pickup+time,2,Jam — below pickup,95% of the jam setting,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,10.6875@-27.1,10.6875@-147.1,10.6875@92.9,,,,60.000,,yes,NO TRIP,No operation,,
51LR,Locked rotor and mechanical jam,Overcurrent,pickup+time,3,Locked rotor — above pickup,"105% of the locked-rotor setting, applied from standstill",,,,69.282@0.0,69.282@-120.0,69.282@120.0,,21.2625@-27.1,21.2625@-147.1,21.2625@92.9,,,,60.000,,yes,TRIP,Operate after 2.00 s,,
51LR,Locked rotor and mechanical jam,Overcurrent,pickup+time,4,Jam blocked during start,Full locked-rotor current applied from standstill — the jam element must stay blocked for the first 10.0 s,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,27.0000@-27.1,27.0000@-147.1,27.0000@92.9,,,,60.000,,yes,JAM BLOCKED,A normal start must not look like a jam,,
66,Starts per hour / time between starts,State Sequencer,sequence,1,Start 1 of 3,"Locked-rotor current for 8.00 s, then run",1,1/10,8.000,58.890@0.0,58.890@-120.0,58.890@120.0,,27.0000@-27.1,27.0000@-147.1,27.0000@92.9,,,,60.000,,yes,PERMITTED,Counter advances to 1,,
66,Starts per hour / time between starts,State Sequencer,sequence,2,Run after start 1,"Full load, counter holding at 1",1,2/10,30.000,69.282@0.0,69.282@-120.0,69.282@120.0,,4.5000@-27.1,4.5000@-147.1,4.5000@92.9,,,,60.000,,yes,RUNNING,2 starts left in the hour,,
66,Starts per hour / time between starts,State Sequencer,sequence,3,Stopped after start 1,Current removed,1,3/10,5.000,0.000@0.0,0.000@-120.0,0.000@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,STOPPED,Restart delay of 60.0 s begins,,
66,Starts per hour / time between starts,State Sequencer,sequence,4,Start 2 of 3,"Locked-rotor current for 8.00 s, then run",1,4/10,8.000,58.890@0.0,58.890@-120.0,58.890@120.0,,27.0000@-27.1,27.0000@-147.1,27.0000@92.9,,,,60.000,,yes,PERMITTED,Counter advances to 2,,
66,Starts per hour / time between starts,State Sequencer,sequence,5,Run after start 2,"Full load, counter holding at 2",1,5/10,30.000,69.282@0.0,69.282@-120.0,69.282@120.0,,4.5000@-27.1,4.5000@-147.1,4.5000@92.9,,,,60.000,,yes,RUNNING,1 start left in the hour,,
66,Starts per hour / time between starts,State Sequencer,sequence,6,Stopped after start 2,Current removed,1,6/10,5.000,0.000@0.0,0.000@-120.0,0.000@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,STOPPED,Restart delay of 60.0 s begins,,
66,Starts per hour / time between starts,State Sequencer,sequence,7,Start 3 of 3,"Locked-rotor current for 8.00 s, then run",1,7/10,8.000,58.890@0.0,58.890@-120.0,58.890@120.0,,27.0000@-27.1,27.0000@-147.1,27.0000@92.9,,,,60.000,,yes,PERMITTED,Counter advances to 3,,
66,Starts per hour / time between starts,State Sequencer,sequence,8,Run after start 3,"Full load, counter holding at 3",1,8/10,30.000,69.282@0.0,69.282@-120.0,69.282@120.0,,4.5000@-27.1,4.5000@-147.1,4.5000@92.9,,,,60.000,,yes,RUNNING,No starts left,,
66,Starts per hour / time between starts,State Sequencer,sequence,9,Stopped after start 3,Current removed,1,9/10,5.000,0.000@0.0,0.000@-120.0,0.000@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,STOPPED,Restart delay of 60.0 s begins,,
66,Starts per hour / time between starts,State Sequencer,sequence,10,Start 4 — refused,Attempt one more start inside the same hour,1,10/10,60.000,58.890@0.0,58.890@-120.0,58.890@120.0,,27.0000@-27.1,27.0000@-147.1,27.0000@92.9,,,,60.000,,yes,START INHIBITED,"The relay must block the close, not trip after it",,
46,Current unbalance,Overcurrent,characteristic,1,Ratio — above threshold,Relay sees 16.5% as I2/FLA · L3 reduced to 50.5% · I2/I1 19.8% · Ieq 0.928 ×FLA,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,4.5000@-27.1,4.5000@-147.1,2.2725@92.9,,,,60.000,,yes,OPERATE,Operate after 5.00 s,,
46,Current unbalance,Overcurrent,characteristic,2,Ratio — below threshold,Relay sees 13.5% as I2/FLA · L3 reduced to 59.5% · I2/I1 15.6% · Ieq 0.926 ×FLA,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,4.5000@-27.1,4.5000@-147.1,2.6775@92.9,,,,60.000,,yes,RESTRAIN,No operation,,
46,Current unbalance,Overcurrent,characteristic,3,Alarm threshold,Relay sees 10.0% as I2/FLA · below the trip ratio,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,4.5000@-27.1,4.5000@-147.1,3.1500@92.9,,,,60.000,,yes,ALARM ONLY,"Alarm asserts, trip does not",,
46,Current unbalance,Overcurrent,characteristic,4,Single phasing,L3 taken to zero — the deepest a single open phase can go at this load; the relay sees 33.3% (I2/FLA),,,,69.282@0.0,69.282@-120.0,69.282@120.0,,4.5000@-27.1,4.5000@-147.1,0.0000@92.9,,,,60.000,,yes,OPERATE,Above the 15% setting,,
46,Current unbalance,Overcurrent,characteristic,5,Reverse rotation,Balanced set with L2 and L3 exchanged — all negative sequence,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,4.5000@-27.1,4.5000@92.9,4.5000@-147.1,,,,60.000,,yes,OPERATE,I2/I1 is undefined with I1 at zero; the element should see full unbalance,,
37,Undercurrent / loss of load,Overcurrent,pickup+time,1,Pickup — below threshold,95% of setting,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,2.5650@-27.1,2.5650@-147.1,2.5650@92.9,,,,60.000,,yes,TRIP,Operate after 5.00 s,,
37,Undercurrent / loss of load,Overcurrent,pickup+time,2,Pickup — above threshold,105% of setting,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,2.8350@-27.1,2.8350@-147.1,2.8350@92.9,,,,60.000,,yes,NO TRIP,No operation,,
37,Undercurrent / loss of load,Overcurrent,pickup+time,3,Timing at half pickup,Step from full load straight down,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,1.3500@-27.1,1.3500@-147.1,1.3500@92.9,,,,60.000,,yes,5.00 s,Definite time,,
37,Undercurrent / loss of load,Overcurrent,pickup+time,4,Motor stopped,No current at all — an open contactor must not read as loss of load,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0000@-27.1,0.0000@-147.1,0.0000@92.9,,,,60.000,,yes,NO TRIP,Element supervised by the run status,,
87M,Motor differential,Quick CMC,points,1,Sensitivity — above pickup,One conductor through the window carrying 0.220 A primary equivalent,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0220@0.0,,,,,,60.000,,yes,OPERATE,Operate within 0.03 s,,
87M,Motor differential,Quick CMC,points,2,Sensitivity — below pickup,One conductor through the window carrying 0.180 A primary equivalent,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0180@0.0,,,,,,60.000,,yes,RESTRAIN,No operation,,
87M,Motor differential,Quick CMC,points,3,Through-current stability,All three phase leads bundled through the window in the correct direction at 4 ×FLA,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,18.0000@0.0,18.0000@-120.0,18.0000@120.0,,,,60.000,,yes,RESTRAIN,A balanced set through the window sums to zero,,
50P,Short circuit,Overcurrent,pickup+time,1,Pickup — above threshold,105% of setting · 37.800 A secondary,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,37.8000@-30.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,OPERATE,Operate within 0.05 s,,
50P,Short circuit,Overcurrent,pickup+time,2,Pickup — below threshold,95% of setting · 34.200 A secondary,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,34.2000@-30.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,RESTRAIN,No operation,,
50P,Short circuit,Overcurrent,pickup+time,3,Timing at 2× pickup,Step from prefault load straight to the test value,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,72.0000@-30.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,0.05 s,Measured from application of current to trip,,
50G,Ground instantaneous,Overcurrent,pickup+time,1,Pickup — above threshold,105% of setting · 0.525 A secondary,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.5250@-30.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,OPERATE,Operate within 0.05 s,,
50G,Ground instantaneous,Overcurrent,pickup+time,2,Pickup — below threshold,95% of setting · 0.475 A secondary,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.4750@-30.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,RESTRAIN,No operation,,
50G,Ground instantaneous,Overcurrent,pickup+time,3,Timing at 2× pickup,Step from prefault load straight to the test value,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,1.0000@-30.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,0.05 s,Measured from application of current to trip,,
51G,Ground time OC,Overcurrent,characteristic,1,Pickup — above threshold,105% of setting,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.3150@-30.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,OPERATE,Long operate time — let the curve run out,,
51G,Ground time OC,Overcurrent,characteristic,2,Pickup — below threshold,95% of setting,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.2850@-30.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,RESTRAIN,No operation,,
51G,Ground time OC,Overcurrent,characteristic,3,Timing at 2× pickup,IEC Curve A (SI) · TDM 0.20,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.6000@-30.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,2.01 s,Predicted from the curve equation,,
51G,Ground time OC,Overcurrent,characteristic,4,Timing at 3× pickup,IEC Curve A (SI) · TDM 0.20,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.9000@-30.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,1.26 s,Predicted from the curve equation,,
51G,Ground time OC,Overcurrent,characteristic,5,Timing at 5× pickup,IEC Curve A (SI) · TDM 0.20,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,1.5000@-30.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,0.86 s,Predicted from the curve equation,,
50SG,Sensitive ground,Overcurrent,pickup+time,1,Pickup — above threshold,105% of setting · 0.053 A secondary,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0525@-30.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,OPERATE,Operate within 0.05 s,,
50SG,Sensitive ground,Overcurrent,pickup+time,2,Pickup — below threshold,95% of setting · 0.048 A secondary,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0475@-30.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,RESTRAIN,No operation,,
50SG,Sensitive ground,Overcurrent,pickup+time,3,Timing at 2× pickup,Step from prefault load straight to the test value,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.1000@-30.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,0.05 s,Measured from application of current to trip,,
50BF,Breaker or contactor failure,State Sequencer,sequence (assemble from these steps),1,Detector — above threshold,"105% of the detector setting, no initiate",,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.9450@-27.1,0.9450@-147.1,0.9450@92.9,,,,60.000,,yes,DETECTOR PICKED UP,"Flag only, no trip without initiate",,
50BF,Breaker or contactor failure,State Sequencer,sequence (assemble from these steps),2,Detector — below threshold,95% of the detector setting,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.8550@-27.1,0.8550@-147.1,0.8550@92.9,,,,60.000,,yes,NO PICKUP,Detector must drop out,,
50BF,Breaker or contactor failure,State Sequencer,sequence (assemble from these steps),3,Retrip timing,Initiate asserted with current held and never removed,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,2.7000@-27.1,2.7000@-147.1,2.7000@92.9,,,,60.000,,yes,0.10 s,Timer 1,,
50BF,Breaker or contactor failure,State Sequencer,sequence (assemble from these steps),4,Upstream trip timing,"Same state, second stage",,,,69.282@0.0,69.282@-120.0,69.282@120.0,,2.7000@-27.1,2.7000@-147.1,2.7000@92.9,,,,60.000,,yes,0.25 s,Timer 2 — trips the feeding breaker,,
50BF,Breaker or contactor failure,State Sequencer,sequence (assemble from these steps),5,Reset check,"Initiate asserted, then current removed inside timer 1",,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0000@-27.1,0.0000@-147.1,0.0000@92.9,,,,60.000,,yes,NO TRIP,Proves the detector reset stops the scheme,,
27,Undervoltage,Voltage,pickup+time,1,Pickup — below threshold,"95% of setting, motor on load",,,,52.654@0.0,52.654@-120.0,52.654@120.0,,4.5000@-27.1,4.5000@-147.1,4.5000@92.9,,,,60.000,,yes,OPERATE,Operate after 3.00 s,,
27,Undervoltage,Voltage,pickup+time,2,Pickup — above threshold,105% of setting,,,,58.197@0.0,58.197@-120.0,58.197@120.0,,4.5000@-27.1,4.5000@-147.1,4.5000@92.9,,,,60.000,,yes,RESTRAIN,No operation,,
27,Undervoltage,Voltage,pickup+time,3,Timing at 0.5× pickup,Step from nominal to the test level,,,,27.713@0.0,27.713@-120.0,27.713@120.0,,4.5000@-27.1,4.5000@-147.1,4.5000@92.9,,,,60.000,,yes,3.00 s,Definite time,,
27,Undervoltage,Voltage,pickup+time,4,Below minimum operating voltage,Proves the element blocks rather than operating on a dead starter,,,,4.000@0.0,4.000@-120.0,4.000@120.0,,4.5000@-27.1,4.5000@-147.1,4.5000@92.9,,,,60.000,,yes,BLOCKED,Element inhibited,,
27,Undervoltage,Voltage,pickup+time,5,During a start,Voltage dips on every start. The element must be inhibited for 5.00 s or ride it through.,,,,55.426@0.0,55.426@-120.0,55.426@120.0,,4.5000@-27.1,4.5000@-147.1,4.5000@92.9,,,,60.000,,yes,NO TRIP,A healthy start must not trip on undervoltage,,
59,Overvoltage,Voltage,pickup+time,1,Pickup — above threshold,"105% of setting, motor on load",,,,80.021@0.0,80.021@-120.0,80.021@120.0,,4.5000@-27.1,4.5000@-147.1,4.5000@92.9,,,,60.000,,yes,OPERATE,Operate after 2.00 s,,
59,Overvoltage,Voltage,pickup+time,2,Pickup — below threshold,95% of setting,,,,72.400@0.0,72.400@-120.0,72.400@120.0,,4.5000@-27.1,4.5000@-147.1,4.5000@92.9,,,,60.000,,yes,RESTRAIN,No operation,,
59,Overvoltage,Voltage,pickup+time,3,Timing at 1.25× pickup,Step from nominal to the test level,,,,95.263@0.0,95.263@-120.0,95.263@120.0,,4.5000@-27.1,4.5000@-147.1,4.5000@92.9,,,,60.000,,yes,2.00 s,Definite time,,
47,Voltage unbalance / phase reversal,Quick CMC,points,1,Pickup — above threshold,Balanced set in reverse rotation — every volt applied is negative sequence,,,,6.097@0.0,6.097@120.0,6.097@-120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,OPERATE,Operate after 2.00 s,,
47,Voltage unbalance / phase reversal,Quick CMC,points,2,Pickup — below threshold,Balanced set in reverse rotation — every volt applied is negative sequence,,,,4.988@0.0,4.988@120.0,4.988@-120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,RESTRAIN,No operation,,
47,Voltage unbalance / phase reversal,Quick CMC,points,3,Full phase reversal,Nominal balanced set with L2 and L3 exchanged — the motor would run backwards,,,,69.282@0.0,69.282@120.0,69.282@-120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,OPERATE,"Must block the start, not trip after it",,
81,Under / over frequency,Quick CMC,points,1,Pickup — past threshold,0.100 Hz beyond the setting,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,56.900,,yes,OPERATE,Operate after 2.00 s,,
81,Under / over frequency,Quick CMC,points,2,Pickup — short of threshold,0.100 Hz on the healthy side,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,57.100,,yes,RESTRAIN,No operation,,
81,Under / over frequency,Quick CMC,points,3,Timing,Step from 60.0 Hz straight to 56.900 Hz,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,56.900,,yes,2.00 s,Definite time,,
81,Under / over frequency,Quick CMC,points,4,Below minimum voltage,Frequency past the setting but voltage under the 30 V supervision level,,,,24.000@0.0,24.000@-120.0,24.000@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,56.900,,yes,BLOCKED,Element inhibited,,
55,Power factor,Quick CMC,points,1,Past the limit,5° beyond the setting angle,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,4.5000@50.6,4.5000@-69.4,4.5000@170.6,,,,60.000,,yes,OPERATE,pf = 0.635 leading,,
55,Power factor,Quick CMC,points,2,Short of the limit,5° inside the setting angle,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,4.5000@40.6,4.5000@-79.4,4.5000@160.6,,,,60.000,,yes,RESTRAIN,pf = 0.760 leading,,
55,Power factor,Quick CMC,points,3,"Full VAR, no watts",Current in quadrature — power factor zero,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,4.5000@90.0,4.5000@-30.0,4.5000@-150.0,,,,60.000,,yes,OPERATE,pf = 0.000 leading,,
55,Power factor,Quick CMC,points,4,Below minimum current,"Same angle, current dropped under the 0.30 ×FLA supervision",,,,69.282@0.0,69.282@-120.0,69.282@120.0,,1.0800@50.6,1.0800@-69.4,1.0800@170.6,,,,60.000,,yes,BLOCKED,pf = 0.635 leading,,
32,Underpower / reverse power,Quick CMC,points,1,Below threshold — load lost,85% of setting,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.6598@0.0,0.6598@-120.0,0.6598@120.0,,,,60.000,,yes,OPERATE,190.2 kW primary · 0.147 ×FLA,,
32,Underpower / reverse power,Quick CMC,points,2,Above threshold,115% of setting,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.8926@0.0,0.8926@-120.0,0.8926@120.0,,,,60.000,,yes,RESTRAIN,257.3 kW primary · 0.198 ×FLA,,
32,Underpower / reverse power,Quick CMC,points,3,Timing at half pickup,Definite time,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.3881@0.0,0.3881@-120.0,0.3881@120.0,,,,60.000,,yes,5.00 s,111.9 kW primary · 0.086 ×FLA,,
19,Reduced voltage start transition,State Sequencer,sequence,1,Normal — stopped,"No current, motor at rest",1,1/4,3.000,0.000@0.0,0.000@-120.0,0.000@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,READY,,,
19,Reduced voltage start transition,State Sequencer,sequence,2,Normal — on the reduced-voltage tap,Terminal voltage at 65% and current at 3.90 ×FLA — starting current falls roughly with the tap voltage,1,2/4,6.000,45.033@0.0,45.033@-120.0,45.033@120.0,,17.5500@-27.1,17.5500@-147.1,17.5500@92.9,,,,60.000,,yes,NO TRIP,Inside the 10.0 s tap limit,,
19,Reduced voltage start transition,State Sequencer,sequence,3,Normal — transition to full voltage,"Voltage restored to nominal, current drops through the 3.00 ×FLA transition level",1,3/4,3.000,69.282@0.0,69.282@-120.0,69.282@120.0,,12.1500@-27.1,12.1500@-147.1,12.1500@92.9,,,,60.000,,yes,TRANSITION,Transition contact operates,,
19,Reduced voltage start transition,State Sequencer,sequence,4,Normal — running,"Full load, start complete",1,4/4,8.000,69.282@0.0,69.282@-120.0,69.282@120.0,,4.5000@-27.1,4.5000@-147.1,4.5000@92.9,,,,60.000,,yes,RUNNING,Start supervision resets,,
19,Reduced voltage start transition,State Sequencer,sequence,5,Failed — stopped,"No current, motor at rest",2,1/2,3.000,0.000@0.0,0.000@-120.0,0.000@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,READY,,,
