# 845-VEC — Multilin 845 transformer protection
# generated 2026-09-15 00:32 from 845.html
# configuration: mva=20; mva2=26.7; mva3=33.3; mvaBase=onan; kv1=115; kv2=13.8; freq=60; rot=ABC; w1c=D; w2c=YN; clk=1; z=8.5; xr=12; oltcW=1; oltcHi=10; oltcLo=10; oltcN=16; oltcPos=0; gnd1=none; gnd1v=0; gnd2=ngrA; gnd2v=400; ct1p=150; ct1s=5; ct1c=wye; ct2p=1200; ct2s=5; ct2c=wye; ctgp=200; ctgs=5; refw=2; vtp=13800; vts=120; vtc=wye; vtw=2; cmc=6x; imax=12.5; vmax=300
# All quantities are SECONDARY at the relay terminals. Angles in degrees, CCW positive, V L1 = 0.
# Values shown are for the tool's sample configuration — re-generate after entering real station data.
Element,ElementName,Group,TU_Module,DriveAs,Step,StepName,SeqRun,SeqState,SeqLabel,StateDuration_s,Channel,Magnitude,Unit,Angle_deg,Frequency_Hz,ChannelNote,Expected,ExpectedDetail,Verdict,CurrentNeededAt
87T-H,Harmonic inhibit,Differential,Harmonics,points,2,2nd — inrush — below threshold,,,,,I A-L1,0.6025,A,0.00,120.000,2nd harmonic — superimposed on the same output,OPERATE,Differential 1.00 pu present throughout,op,
87T-H,Harmonic inhibit,Differential,Harmonics,points,3,5th — overexcitation — above threshold,,,,,V L1,69.282,V,0.00,60.000,,RESTRAIN,Differential 1.00 pu present throughout,no,
87T-H,Harmonic inhibit,Differential,Harmonics,points,3,5th — overexcitation — above threshold,,,,,V L2,69.282,V,-120.00,60.000,,RESTRAIN,Differential 1.00 pu present throughout,no,
87T-H,Harmonic inhibit,Differential,Harmonics,points,3,5th — overexcitation — above threshold,,,,,V L3,69.282,V,120.00,60.000,,RESTRAIN,Differential 1.00 pu present throughout,no,
87T-H,Harmonic inhibit,Differential,Harmonics,points,3,5th — overexcitation — above threshold,,,,,I A-L1,3.3470,A,0.00,60.000,fundamental,RESTRAIN,Differential 1.00 pu present throughout,no,
87T-H,Harmonic inhibit,Differential,Harmonics,points,3,5th — overexcitation — above threshold,,,,,I A-L1,1.1045,A,0.00,300.000,5th harmonic — superimposed on the same output,RESTRAIN,Differential 1.00 pu present throughout,no,
87T-H,Harmonic inhibit,Differential,Harmonics,points,4,5th — overexcitation — below threshold,,,,,V L1,69.282,V,0.00,60.000,,OPERATE,Differential 1.00 pu present throughout,op,
87T-H,Harmonic inhibit,Differential,Harmonics,points,4,5th — overexcitation — below threshold,,,,,V L2,69.282,V,-120.00,60.000,,OPERATE,Differential 1.00 pu present throughout,op,
87T-H,Harmonic inhibit,Differential,Harmonics,points,4,5th — overexcitation — below threshold,,,,,V L3,69.282,V,120.00,60.000,,OPERATE,Differential 1.00 pu present throughout,op,
87T-H,Harmonic inhibit,Differential,Harmonics,points,4,5th — overexcitation — below threshold,,,,,I A-L1,3.3470,A,0.00,60.000,fundamental,OPERATE,Differential 1.00 pu present throughout,op,
87T-H,Harmonic inhibit,Differential,Harmonics,points,4,5th — overexcitation — below threshold,,,,,I A-L1,0.9037,A,0.00,300.000,5th harmonic — superimposed on the same output,OPERATE,Differential 1.00 pu present throughout,op,
87G,Restricted ground fault,Differential,Differential,characteristic,1,Sensitivity — above pickup,,,,,V L1,69.282,V,0.00,60.000,,OPERATE,Operate time 0.00 s,op,
87G,Restricted ground fault,Differential,Differential,characteristic,1,Sensitivity — above pickup,,,,,V L2,69.282,V,-120.00,60.000,,OPERATE,Operate time 0.00 s,op,
87G,Restricted ground fault,Differential,Differential,characteristic,1,Sensitivity — above pickup,,,,,V L3,69.282,V,120.00,60.000,,OPERATE,Operate time 0.00 s,op,
87G,Restricted ground fault,Differential,Differential,characteristic,1,Sensitivity — above pickup,,,,,I A-L1,0.5500,A,0.00,60.000,ground / neutral CT input,OPERATE,Operate time 0.00 s,op,
87G,Restricted ground fault,Differential,Differential,characteristic,2,Sensitivity — below pickup,,,,,V L1,69.282,V,0.00,60.000,,RESTRAIN,Operate time 0.00 s,no,
87G,Restricted ground fault,Differential,Differential,characteristic,2,Sensitivity — below pickup,,,,,V L2,69.282,V,-120.00,60.000,,RESTRAIN,Operate time 0.00 s,no,
87G,Restricted ground fault,Differential,Differential,characteristic,2,Sensitivity — below pickup,,,,,V L3,69.282,V,120.00,60.000,,RESTRAIN,Operate time 0.00 s,no,
87G,Restricted ground fault,Differential,Differential,characteristic,2,Sensitivity — below pickup,,,,,I A-L1,0.4500,A,0.00,60.000,ground / neutral CT input,RESTRAIN,Operate time 0.00 s,no,
87G,Restricted ground fault,Differential,Differential,characteristic,3,Through-fault stability,,,,,V L1,69.282,V,0.00,60.000,,RESTRAIN,No operation at any point of the ramp,no,
87G,Restricted ground fault,Differential,Differential,characteristic,3,Through-fault stability,,,,,V L2,69.282,V,-120.00,60.000,,RESTRAIN,No operation at any point of the ramp,no,
87G,Restricted ground fault,Differential,Differential,characteristic,3,Through-fault stability,,,,,V L3,69.282,V,120.00,60.000,,RESTRAIN,No operation at any point of the ramp,no,
87G,Restricted ground fault,Differential,Differential,characteristic,3,Through-fault stability,,,,,I A-L1,20.0000,A,0.00,60.000,W2 phase L1,RESTRAIN,No operation at any point of the ramp,no,
87G,Restricted ground fault,Differential,Differential,characteristic,3,Through-fault stability,,,,,I A-L2,0.0000,A,0.00,60.000,,RESTRAIN,No operation at any point of the ramp,no,
87G,Restricted ground fault,Differential,Differential,characteristic,3,Through-fault stability,,,,,I A-L3,0.0000,A,0.00,60.000,,RESTRAIN,No operation at any point of the ramp,no,
87G,Restricted ground fault,Differential,Differential,characteristic,3,Through-fault stability,,,,,I B-L1,120.0000,A,180.00,60.000,"ground / neutral CT input, reversed polarity",RESTRAIN,No operation at any point of the ramp,no,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,1,Pickup — above threshold,,,,,V L1,69.282,V,0.00,60.000,,OPERATE,Operate within 0.05 s,op,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,1,Pickup — above threshold,,,,,V L2,69.282,V,-120.00,60.000,,OPERATE,Operate within 0.05 s,op,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,1,Pickup — above threshold,,,,,V L3,69.282,V,120.00,60.000,,OPERATE,Operate within 0.05 s,op,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,1,Pickup — above threshold,,,,,I A-L1,42.0000,A,-75.00,60.000,,OPERATE,Operate within 0.05 s,op,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,1,Pickup — above threshold,,,,,I A-L2,0.0000,A,0.00,60.000,,OPERATE,Operate within 0.05 s,op,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,1,Pickup — above threshold,,,,,I A-L3,0.0000,A,0.00,60.000,,OPERATE,Operate within 0.05 s,op,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,1,Pickup — above threshold,,,,,I B-L1,0.0000,A,0.00,60.000,,OPERATE,Operate within 0.05 s,op,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,1,Pickup — above threshold,,,,,I B-L2,0.0000,A,0.00,60.000,,OPERATE,Operate within 0.05 s,op,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,1,Pickup — above threshold,,,,,I B-L3,0.0000,A,0.00,60.000,,OPERATE,Operate within 0.05 s,op,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,2,Pickup — below threshold,,,,,V L1,69.282,V,0.00,60.000,,RESTRAIN,No operation,no,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,2,Pickup — below threshold,,,,,V L2,69.282,V,-120.00,60.000,,RESTRAIN,No operation,no,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,2,Pickup — below threshold,,,,,V L3,69.282,V,120.00,60.000,,RESTRAIN,No operation,no,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,2,Pickup — below threshold,,,,,I A-L1,38.0000,A,-75.00,60.000,,RESTRAIN,No operation,no,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,2,Pickup — below threshold,,,,,I A-L2,0.0000,A,0.00,60.000,,RESTRAIN,No operation,no,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,2,Pickup — below threshold,,,,,I A-L3,0.0000,A,0.00,60.000,,RESTRAIN,No operation,no,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,2,Pickup — below threshold,,,,,I B-L1,0.0000,A,0.00,60.000,,RESTRAIN,No operation,no,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,2,Pickup — below threshold,,,,,I B-L2,0.0000,A,0.00,60.000,,RESTRAIN,No operation,no,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,2,Pickup — below threshold,,,,,I B-L3,0.0000,A,0.00,60.000,,RESTRAIN,No operation,no,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,3,Timing at 2× pickup,,,,,V L1,69.282,V,0.00,60.000,,0.050 s,Measured from application of current to trip contact,nu,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,3,Timing at 2× pickup,,,,,V L2,69.282,V,-120.00,60.000,,0.050 s,Measured from application of current to trip contact,nu,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,3,Timing at 2× pickup,,,,,V L3,69.282,V,120.00,60.000,,0.050 s,Measured from application of current to trip contact,nu,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,3,Timing at 2× pickup,,,,,I A-L1,80.0000,A,-75.00,60.000,,0.050 s,Measured from application of current to trip contact,nu,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,3,Timing at 2× pickup,,,,,I A-L2,0.0000,A,0.00,60.000,,0.050 s,Measured from application of current to trip contact,nu,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,3,Timing at 2× pickup,,,,,I A-L3,0.0000,A,0.00,60.000,,0.050 s,Measured from application of current to trip contact,nu,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,3,Timing at 2× pickup,,,,,I B-L1,0.0000,A,0.00,60.000,,0.050 s,Measured from application of current to trip contact,nu,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,3,Timing at 2× pickup,,,,,I B-L2,0.0000,A,0.00,60.000,,0.050 s,Measured from application of current to trip contact,nu,
50P,Phase instantaneous OC,Overcurrent,Overcurrent,pickup+time,3,Timing at 2× pickup,,,,,I B-L3,0.0000,A,0.00,60.000,,0.050 s,Measured from application of current to trip contact,nu,
51P,Phase time OC,Overcurrent,Overcurrent,characteristic,1,Pickup — above threshold,,,,,V L1,69.282,V,0.00,60.000,,OPERATE,Long operate time — allow the curve to run out,op,
51P,Phase time OC,Overcurrent,Overcurrent,characteristic,1,Pickup — above threshold,,,,,V L2,69.282,V,-120.00,60.000,,OPERATE,Long operate time — allow the curve to run out,op,
51P,Phase time OC,Overcurrent,Overcurrent,characteristic,1,Pickup — above threshold,,,,,V L3,69.282,V,120.00,60.000,,OPERATE,Long operate time — allow the curve to run out,op,
51P,Phase time OC,Overcurrent,Overcurrent,characteristic,1,Pickup — above threshold,,,,,I A-L1,6.3000,A,-75.00,60.000,,OPERATE,Long operate time — allow the curve to run out,op,
51P,Phase time OC,Overcurrent,Overcurrent,characteristic,1,Pickup — above threshold,,,,,I A-L2,0.0000,A,0.00,60.000,,OPERATE,Long operate time — allow the curve to run out,op,
